,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,out_prncp,tot_cur_bal,bc_util,inq_last_6mths,pct_tl_nvr_dlq,total_acc,acc_now_delinq,tot_coll_amt,loan_length,term_num,weights,outcome,cr_hist,train
332663,17975033,6000.0,6000.0, 36 months,11.67,198.35,B,10+ years,MORTGAGE,55000.0,Not Verified,2014-06-01,debt_consolidation,24.98,0.0,1994-07-01,9.0,0.0,3498.0,39.3,0.0,162494.0,29.4,0.0,90.0,20.0,0.0,812.0,0.9856465225158627,36,1,False,239.01928171009672,True
404585,11724744,3600.0,3600.0, 36 months,23.7,140.68,F,1 year,RENT,40000.0,Source Verified,2014-02-01,debt_consolidation,26.49,0.0,2007-03-01,8.0,0.0,12633.0,97.2,0.0,14613.0,102.6,0.0,100.0,15.0,0.0,0.0,4.928232612579314,36,3,True,83.09000184808723,False
102264,4555565,9500.0,9500.0, 36 months,18.49,345.79,D,7 years,RENT,38000.0,Not Verified,2013-04-01,debt_consolidation,23.72,0.0,2000-07-01,9.0,0.0,5205.0,49.1,0.0,38328.0,101.6,1.0,92.0,26.0,0.0,0.0,11.992032690609664,36,3,True,153.00519517854576,True
188573,37680182,12000.0,12000.0, 36 months,6.99,370.48,A,4 years,MORTGAGE,83000.0,Not Verified,2014-12-01,credit_card,6.21,2.0,1997-10-01,9.0,0.0,15186.0,36.1,0.0,266761.0,67.6,0.0,89.3,28.0,0.0,0.0,16.000328548840837,36,1,False,206.00012320581533,True
54219,6939422,10000.0,10000.0, 36 months,8.9,317.54,A,7 years,MORTGAGE,80000.0,Not Verified,2013-09-01,home_improvement,16.11,0.0,2004-02-01,6.0,0.0,23237.0,65.2,0.0,157291.0,77.1,0.0,96.0,28.0,0.0,0.0,30.982155691081953,36,1,False,114.99209429351733,True
133654,2828675,7875.0,7875.0, 60 months,17.77,198.99,D,10+ years,MORTGAGE,63000.0,Verified,2013-01-01,debt_consolidation,22.67,0.0,1998-12-01,8.0,0.0,4945.0,63.4,0.0,257041.0,81.7,2.0,91.0,13.0,0.0,0.0,19.975769522988152,60,3,True,169.03837861147045,True
90502,5555670,17625.0,17625.0, 60 months,15.31,422.18,C,10+ years,MORTGAGE,40000.0,Verified,2013-06-01,credit_card,15.66,1.0,2002-12-01,14.0,0.0,7026.0,40.4,0.0,106939.0,43.4,0.0,87.0,23.0,0.0,0.0,27.00671471693464,60,3,True,125.99848046161112,False
337049,15429598,4175.0,4175.0, 36 months,14.49,143.69,C,2 years,OWN,40000.0,Not Verified,2014-06-01,other,17.19,0.0,1995-06-01,11.0,1.0,747.0,5.0,0.0,14758.0,7.0,1.0,95.0,19.0,0.0,0.0,19.022977884556152,36,1,False,228.01289554200292,True
337000,17653602,2000.0,2000.0, 36 months,13.98,68.34,C,8 years,RENT,24000.0,Not Verified,2014-06-01,debt_consolidation,10.35,1.0,1987-11-01,6.0,1.0,1531.0,26.0,0.0,1531.0,52.0,1.0,86.0,7.0,0.0,329.0,22.998418858703463,36,1,False,318.988069570217,True
286087,23944566,8875.0,8875.0, 36 months,14.99,307.62,C,1 year,MORTGAGE,30000.0,Not Verified,2014-08-01,credit_card,18.2,0.0,2008-12-01,12.0,0.0,8694.0,54.7,0.0,10980.0,80.7,1.0,100.0,16.0,0.0,0.0,6.965235425778763,36,3,True,67.97675516951067,False
46181,7385671,19600.0,19600.0, 36 months,9.99,632.35,B,10+ years,MORTGAGE,240000.0,Verified,2013-10-01,debt_consolidation,14.0,0.0,1996-12-01,11.0,0.0,39888.0,82.0,0.0,403866.0,82.0,1.0,100.0,30.0,0.0,0.0,25.988213310334913,36,1,False,201.99182734758415,True
96200,5031962,18825.0,18825.0, 36 months,15.8,659.98,C,10+ years,RENT,42500.0,Verified,2013-05-01,debt_consolidation,24.76,0.0,1990-03-01,9.0,0.0,10788.0,53.9,0.0,24452.0,99.1,0.0,100.0,21.0,0.0,70.0,21.059980697755602,36,3,True,278.018029117641,True
398734,11934847,5000.0,5000.0, 36 months,10.99,163.67,B,10+ years,OWN,50000.0,Verified,2014-02-01,debt_consolidation,6.96,0.0,1999-12-01,8.0,1.0,3879.0,26.0,0.0,4868.0,35.0,2.0,100.0,38.0,0.0,0.0,18.957268116388427,36,1,False,170.0568800180702,True
137627,2087084,6400.0,6400.0, 36 months,11.14,209.96,B,2 years,RENT,150000.0,Verified,2012-12-01,debt_consolidation,5.96,0.0,2001-08-01,6.0,0.0,33890.0,86.2,0.0,33890.0,98.8,2.0,100.0,17.0,0.0,0.0,26.941004948766913,36,1,False,136.01922010718906,True
238825,30966163,9175.0,9175.0, 36 months,10.15,296.7,B,,MORTGAGE,38000.0,Verified,2014-10-01,debt_consolidation,27.26,0.0,2000-03-01,15.0,0.0,15909.0,46.9,0.0,132874.0,63.2,1.0,100.0,26.0,0.0,0.0,15.014682026324977,36,3,True,175.01796751473336,True
7074,9834801,8000.0,8000.0, 36 months,20.5,299.36,E,10+ years,MORTGAGE,77000.0,Source Verified,2013-12-01,moving,16.88,0.0,1999-02-01,8.0,1.0,5074.0,78.1,0.0,310302.0,78.1,1.0,81.0,21.0,0.0,0.0,1.0185014065997249,36,3,True,177.97490708228096,True
153304,1557492,18225.0,18225.0, 60 months,18.75,470.27,D,10+ years,MORTGAGE,60000.0,Source Verified,2012-09-01,debt_consolidation,12.86,0.0,1999-09-01,18.0,0.0,23895.0,68.5,0.0,206023.0,73.9,0.0,100.0,27.0,0.0,0.0,2.0041479291155877,60,3,True,156.02784451426106,True
277926,24816985,3850.0,3850.0, 36 months,20.2,143.48,E,2 years,OWN,20000.0,Not Verified,2014-08-01,credit_card,17.53,0.0,1999-08-01,11.0,1.0,7433.0,65.8,0.0,7433.0,69.2,1.0,87.5,32.0,0.0,0.0,8.969383354894351,36,1,False,180.0119098954804,True
22500,8669915,11000.0,11000.0, 36 months,6.03,334.8,A,3 years,MORTGAGE,95000.0,Source Verified,2013-11-01,credit_card,5.86,0.0,2002-08-01,12.0,0.0,11763.0,27.2,0.0,89634.0,30.1,0.0,96.3,30.0,0.0,0.0,27.95950635536664,36,1,False,135.0335735846732,False
43198,7449563,28000.0,28000.0, 60 months,21.7,768.57,E,4 years,MORTGAGE,103833.0,Source Verified,2013-10-01,debt_consolidation,15.8,0.0,1993-10-01,6.0,0.0,20114.0,73.1,0.0,64428.0,85.9,4.0,100.0,21.0,0.0,0.0,11.006386168093801,60,3,True,240.00492823261257,True
117063,3538936,14000.0,14000.0, 36 months,11.14,459.28,B,1 year,RENT,111000.0,Verified,2013-03-01,debt_consolidation,14.77,0.0,2007-03-01,10.0,1.0,38906.0,68.2,0.0,68351.0,65.8,1.0,100.0,17.0,0.0,0.0,8.049446600546213,36,1,False,72.01790591182571,True
400888,11668744,4000.0,4000.0, 36 months,14.47,137.63,C,6 years,RENT,34000.0,Source Verified,2014-02-01,debt_consolidation,20.12,0.0,1993-11-01,5.0,2.0,2161.0,39.3,0.0,20044.0,63.4,0.0,94.1,20.0,0.0,2020.0,17.938766709788702,36,1,False,243.0275775683279,False
87266,5647486,13475.0,13475.0, 36 months,15.31,469.17,C,10+ years,MORTGAGE,109000.0,Verified,2013-06-01,home_improvement,17.88,0.0,2001-08-01,10.0,0.0,9883.0,79.1,0.0,449660.0,84.3,0.0,94.0,18.0,0.0,0.0,0.9856465225158627,36,1,False,141.99880901045196,True
8330,7915946,5550.0,5550.0, 36 months,22.4,213.11,E,3 years,RENT,70000.0,Source Verified,2013-12-01,small_business,16.82,0.0,1999-11-01,15.0,0.0,5217.0,46.2,0.0,42419.0,55.5,1.0,100.0,16.0,0.0,0.0,19.975769522988152,36,1,False,169.0055237273866,False
339983,17133186,12000.0,12000.0, 36 months,13.98,410.02,C,7 years,OWN,84000.0,Source Verified,2014-05-01,debt_consolidation,10.51,0.0,2008-01-01,9.0,0.0,3878.0,55.4,0.0,21431.0,48.3,2.0,94.1,17.0,0.0,0.0,20.041479291155877,36,1,False,75.96049200188915,False
358699,12275896,21000.0,21000.0, 60 months,16.59,517.29,D,10+ years,MORTGAGE,152000.0,Not Verified,2014-04-01,debt_consolidation,16.44,0.0,1989-04-01,19.0,0.0,41162.0,58.3,0.0,495827.0,59.4,1.0,92.9,42.0,0.0,0.0,7.030945193946487,60,1,False,299.9979465697448,False
157756,1505775,1000.0,1000.0, 36 months,7.9,31.3,A,,MORTGAGE,22000.0,Verified,2012-09-01,car,8.02,0.0,1971-05-01,8.0,0.0,5402.0,60.0,0.0,155527.0,55.3,0.0,100.0,28.0,0.0,0.0,35.97609807182899,36,1,False,496.0758947822337,True
378628,13106324,2875.0,2875.0, 36 months,15.61,100.53,C,3 years,MORTGAGE,40000.0,Verified,2014-03-01,debt_consolidation,21.9,0.0,1998-03-01,10.0,1.0,6043.0,29.1,0.0,270930.0,28.1,1.0,100.0,26.0,0.0,0.0,17.018829955440562,36,1,False,192.00394258609006,True
65462,6529298,7000.0,7000.0, 36 months,18.25,253.95,D,7 years,RENT,30000.0,Verified,2013-08-01,credit_card,23.0,0.0,2004-03-01,8.0,0.0,7791.0,88.5,0.0,131827.0,97.9,1.0,100.0,13.0,0.0,0.0,30.029364052649953,36,1,False,113.0208012484856,True
93850,5186373,20000.0,20000.0, 60 months,21.98,552.16,E,10+ years,MORTGAGE,78000.0,Verified,2013-05-01,other,14.52,0.0,1993-12-01,12.0,0.0,21632.0,50.2,0.0,345485.0,55.7,1.0,100.0,32.0,0.0,0.0,18.037331362040288,60,3,True,232.9739830386661,False
7884,9686117,7000.0,7000.0, 36 months,13.98,239.18,C,10+ years,RENT,93000.0,Verified,2013-12-01,debt_consolidation,2.13,0.0,1993-07-01,3.0,0.0,7644.0,84.0,0.0,7644.0,84.0,5.0,100.0,13.0,0.0,0.0,9.002238238978213,36,1,False,245.0317254974435,True
213692,34343513,5000.0,5000.0, 36 months,12.39,167.01,C,10+ years,MORTGAGE,60000.0,Source Verified,2014-11-01,debt_consolidation,31.1,0.0,1988-11-01,11.0,0.0,15919.0,59.4,0.0,171214.0,74.2,0.0,97.1,34.0,0.0,0.0,16.9859750713567,36,3,True,311.9899792603544,True
376010,12435783,16800.0,16800.0, 60 months,13.65,387.87,C,10+ years,RENT,90000.0,Source Verified,2014-04-01,debt_consolidation,8.95,1.0,1997-08-01,7.0,0.0,11432.0,31.8,0.0,21048.0,28.7,0.0,81.0,21.0,0.0,0.0,0.9856465225158627,60,1,False,199.98767941846856,True
228870,32119228,13000.0,13000.0, 36 months,13.98,444.19,C,2 years,MORTGAGE,57000.0,Not Verified,2014-10-01,debt_consolidation,10.55,2.0,1992-08-01,9.0,0.0,5173.0,65.5,0.0,11838.0,80.9,0.0,89.7,29.0,0.0,0.0,8.969383354894351,36,3,True,265.9931415429475,True
30424,7715298,15000.0,15000.0, 36 months,6.03,456.54,A,7 years,MORTGAGE,90000.0,Not Verified,2013-10-01,credit_card,6.75,0.0,2001-10-01,5.0,0.0,19273.0,27.9,0.0,370339.0,27.9,0.0,100.0,16.0,0.0,0.0,19.975769522988152,36,1,False,144.00295693956755,True
280112,24735616,35000.0,35000.0, 36 months,18.24,1269.56,D,2 years,MORTGAGE,138500.0,Verified,2014-08-01,home_improvement,5.48,0.0,1998-12-01,18.0,0.0,18367.0,27.3,0.0,144532.0,31.5,3.0,96.0,50.0,0.0,0.0,3.0226493357153124,36,3,True,187.99564672785888,True
270902,26168446,25000.0,25000.0, 60 months,16.29,611.82,D,6 years,MORTGAGE,70000.0,Source Verified,2014-09-01,other,31.0,0.0,2003-09-01,11.0,0.0,14810.0,36.7,0.0,242746.0,54.6,0.0,100.0,19.0,0.0,0.0,9.955029877410214,60,3,True,132.01092424895788,True
61332,6617851,20000.0,20000.0, 36 months,13.68,680.45,C,10+ years,MORTGAGE,94000.0,Source Verified,2013-08-01,debt_consolidation,16.73,0.0,1994-08-01,17.0,0.0,25273.0,65.5,0.0,42044.0,78.5,0.0,90.0,22.0,0.0,0.0,15.014682026324977,36,3,True,228.01289554200292,True
349210,16221396,20000.0,20000.0, 36 months,12.49,668.98,B,10+ years,MORTGAGE,67000.0,Source Verified,2014-05-01,debt_consolidation,13.2,0.0,1993-06-01,13.0,0.0,13263.0,46.7,0.0,289570.0,67.9,3.0,96.7,30.0,0.0,0.0,20.041479291155877,36,3,True,250.9784595166225,True
386898,12695209,20500.0,20500.0, 60 months,25.8,611.36,G,2 years,MORTGAGE,54000.0,Source Verified,2014-03-01,home_improvement,11.64,1.0,2002-10-01,4.0,0.0,2532.0,56.3,0.0,176545.0,56.3,1.0,90.0,22.0,0.0,0.0,6.045298671430625,60,1,False,136.97201174562105,True
122733,3350448,34000.0,34000.0, 36 months,12.12,1131.24,B,10+ years,MORTGAGE,190000.0,Verified,2013-02-01,credit_card,9.25,0.0,1997-10-01,20.0,0.0,40108.0,83.6,0.0,390794.0,89.7,0.0,100.0,36.0,0.0,0.0,33.93909525862954,36,1,False,184.05306063779543,True
102288,4375479,6400.0,6400.0, 36 months,6.03,194.79,A,10+ years,RENT,45000.0,Not Verified,2013-04-01,debt_consolidation,12.85,0.0,1999-04-01,5.0,0.0,2391.0,8.6,0.0,23075.0,9.1,0.0,100.0,18.0,0.0,0.0,17.018829955440562,36,1,False,168.01987720487074,True
207522,34953987,27000.0,27000.0, 36 months,15.99,949.11,D,10+ years,MORTGAGE,84000.0,Verified,2014-11-01,debt_consolidation,15.86,0.0,1985-01-01,22.0,0.0,26697.0,45.0,0.0,195043.0,52.5,1.0,97.6,42.0,0.0,184.0,4.9610874966631755,36,1,False,357.98681697776135,True
412735,10557279,3700.0,3700.0, 36 months,14.47,127.31,C,10+ years,RENT,35000.0,Not Verified,2014-01-01,credit_card,19.96,1.0,2001-01-01,9.0,0.0,4497.0,40.2,0.0,232293.0,68.0,1.0,96.8,32.0,0.0,0.0,14.948972258157252,36,1,False,155.9949896301772,True
297280,19057590,5000.0,5000.0, 36 months,12.49,167.25,B,10+ years,RENT,30000.0,Verified,2014-07-01,debt_consolidation,8.09,0.0,1998-05-01,4.0,0.0,7628.0,65.8,0.0,7628.0,70.1,0.0,88.9,9.0,0.0,0.0,11.006386168093801,36,1,False,194.00809051520565,True
330352,18625610,10000.0,10000.0, 36 months,13.35,338.63,C,7 years,RENT,45000.0,Source Verified,2014-06-01,debt_consolidation,32.27,0.0,2008-03-01,13.0,0.0,10448.0,48.6,0.0,28636.0,41.4,1.0,100.0,16.0,0.0,0.0,18.004476477956427,36,3,True,75.00770036345716,True
319620,18606196,11700.0,11700.0, 36 months,12.49,391.36,B,10+ years,RENT,66000.0,Source Verified,2014-07-01,credit_card,8.48,0.0,1999-10-01,37.0,1.0,11721.0,11.5,0.0,11721.0,16.6,2.0,100.0,50.0,0.0,0.0,11.006386168093801,36,1,False,176.98926055976509,True
406139,11315280,15000.0,15000.0, 36 months,11.99,498.15,B,10+ years,RENT,57500.0,Not Verified,2014-02-01,credit_card,22.42,0.0,1999-09-01,13.0,0.0,14795.0,69.1,0.0,43835.0,94.3,0.0,100.0,22.0,0.0,0.0,20.961416045504013,36,1,False,173.04667446970163,True
343351,16493153,12000.0,12000.0, 60 months,9.17,250.1,B,10+ years,MORTGAGE,68000.0,Not Verified,2014-05-01,credit_card,27.21,0.0,1978-09-01,11.0,1.0,9529.0,22.8,0.0,190656.0,53.6,1.0,93.3,15.0,0.0,0.0,20.041479291155877,60,1,False,427.9677200763876,False
92274,5356086,8500.0,8500.0, 36 months,14.33,291.88,C,6 years,RENT,31980.0,Not Verified,2013-05-01,credit_card,8.29,0.0,1994-10-01,5.0,0.0,8033.0,81.1,0.0,8033.0,96.8,0.0,100.0,14.0,0.0,0.0,37.02745436251258,36,1,False,222.986098277172,True
82722,5454603,3625.0,3625.0, 36 months,15.31,126.22,C,,RENT,18000.0,Verified,2013-06-01,credit_card,29.07,0.0,2006-09-01,12.0,0.0,9790.0,40.8,0.0,9790.0,35.7,0.0,100.0,16.0,0.0,66.0,36.008952955912854,36,1,False,80.98728926672005,False
85562,5684846,5500.0,5500.0, 36 months,15.8,192.83,C,7 years,MORTGAGE,40000.0,Source Verified,2013-06-01,credit_card,22.23,0.0,1983-10-01,11.0,1.0,10274.0,68.0,0.0,154080.0,65.9,2.0,100.0,28.0,0.0,0.0,0.9856465225158627,36,1,False,356.01552393272965,True
76945,5940125,3000.0,3000.0, 36 months,12.35,100.15,B,,MORTGAGE,13623.0,Verified,2013-07-01,debt_consolidation,16.47,0.0,2008-10-01,5.0,1.0,5820.0,61.3,0.0,5820.0,70.3,0.0,100.0,8.0,0.0,0.0,18.037331362040288,36,3,True,56.97036900141687,False
75415,6155657,4500.0,4500.0, 36 months,20.31,167.95,D,1 year,RENT,38000.0,Verified,2013-07-01,debt_consolidation,15.98,0.0,2009-02-01,16.0,0.0,5880.0,33.6,0.0,26302.0,48.4,2.0,100.0,28.0,0.0,0.0,9.002238238978213,36,3,True,52.92921825910183,True
396655,11865010,21000.0,21000.0, 36 months,10.99,687.42,B,8 years,MORTGAGE,299500.0,Verified,2014-02-01,credit_card,6.78,0.0,1975-07-01,13.0,0.0,25125.0,73.7,0.0,52624.0,97.8,0.0,94.7,38.0,0.0,0.0,12.911969444957801,36,1,False,463.0895911620362,False
403925,11625529,16000.0,16000.0, 36 months,7.62,498.59,A,9 years,OWN,101000.0,Not Verified,2014-02-01,credit_card,19.81,0.0,1999-10-01,25.0,0.0,19616.0,45.9,0.0,174582.0,47.3,0.0,100.0,40.0,0.0,0.0,16.920265303188977,36,1,False,172.06102794718578,True
33928,7935793,4800.0,4800.0, 36 months,15.61,167.84,C,3 years,RENT,50000.0,Verified,2013-10-01,debt_consolidation,13.08,0.0,2008-05-01,5.0,0.0,5087.0,75.9,0.0,22826.0,71.0,0.0,100.0,7.0,0.0,0.0,4.041150742315037,36,1,False,65.01981560196307,True
24364,8636308,11500.0,11500.0, 36 months,15.61,402.1,C,7 years,MORTGAGE,45000.0,Not Verified,2013-11-01,debt_consolidation,13.47,0.0,2009-03-01,8.0,0.0,4543.0,81.1,0.0,122077.0,89.1,0.0,100.0,10.0,0.0,0.0,11.992032690609664,36,3,True,56.05043224706873,True
362367,14629951,20000.0,20000.0, 60 months,15.61,482.23,C,10+ years,MORTGAGE,76000.0,Verified,2014-04-01,debt_consolidation,19.71,1.0,1992-06-01,11.0,0.0,18485.0,28.7,0.0,257331.0,37.5,0.0,94.7,19.0,0.0,0.0,22.998418858703463,60,3,True,261.98484568471633,True
199886,36028482,12500.0,12500.0, 60 months,12.99,284.35,C,1 year,MORTGAGE,32000.0,Source Verified,2014-11-01,debt_consolidation,21.76,0.0,1997-09-01,6.0,1.0,6219.0,39.1,0.0,20235.0,82.9,1.0,100.0,21.0,0.0,0.0,2.0041479291155877,60,3,True,206.00012320581533,False
76503,6095080,24175.0,24175.0, 60 months,25.28,713.55,F,4 years,MORTGAGE,125000.0,Source Verified,2013-07-01,debt_consolidation,6.97,0.0,2002-01-01,5.0,0.0,7334.0,80.6,0.0,21278.0,99.3,2.0,100.0,7.0,0.0,0.0,11.992032690609664,60,3,True,137.95765826813692,True
140004,2285785,14000.0,14000.0, 36 months,12.12,465.81,B,1 year,MORTGAGE,75000.0,Not Verified,2012-12-01,debt_consolidation,12.15,0.0,2002-09-01,17.0,0.0,14267.0,24.7,0.0,162902.0,27.2,1.0,92.0,28.0,0.0,0.0,35.97609807182899,36,1,False,123.00868600997967,True
27866,7061785,4000.0,4000.0, 36 months,14.3,137.3,C,2 years,RENT,31000.0,Not Verified,2013-11-01,credit_card,11.46,0.0,2002-04-01,14.0,0.0,4710.0,22.8,0.0,27593.0,77.0,1.0,97.2,36.0,0.0,0.0,29.963654284482228,36,1,False,139.04186944290439,False
416754,10604853,9000.0,9000.0, 36 months,8.9,285.78,A,10+ years,MORTGAGE,25000.0,Verified,2014-01-01,debt_consolidation,25.06,0.0,1996-05-01,13.0,0.0,11231.0,26.6,0.0,69581.0,13.0,1.0,88.9,36.0,0.0,5254.0,13.930470851557526,36,1,False,212.04542187724593,True
51744,7097148,7200.0,7200.0, 36 months,14.33,247.24,C,1 year,RENT,92000.0,Source Verified,2013-09-01,credit_card,18.03,0.0,2004-02-01,13.0,0.0,20844.0,57.9,0.0,150352.0,57.9,2.0,100.0,22.0,0.0,0.0,23.984065381219327,36,3,True,114.99209429351733,False
338652,17553102,30000.0,30000.0, 60 months,14.49,705.7,C,6 years,MORTGAGE,67000.0,Verified,2014-05-01,home_improvement,21.21,0.0,2000-01-01,20.0,0.0,23421.0,65.4,0.0,517571.0,65.4,2.0,100.0,56.0,0.0,0.0,9.987884761494076,60,3,True,171.9624632949342,True
406716,11426414,30000.0,30000.0, 36 months,11.99,996.29,B,10+ years,MORTGAGE,125000.0,Verified,2014-02-01,credit_card,11.88,0.0,1995-07-01,14.0,0.0,24546.0,80.0,0.0,277496.0,84.9,4.0,96.8,32.0,0.0,0.0,24.936857019651328,36,1,False,223.08466292942362,True
289709,23443268,5950.0,5950.0, 36 months,19.52,219.68,E,4 years,RENT,25000.0,Verified,2014-08-01,credit_card,32.79,0.0,2005-10-01,12.0,0.0,8282.0,49.6,0.0,29469.0,63.9,1.0,100.0,14.0,0.0,0.0,13.010534097209389,36,3,True,105.9898560545391,False
33453,7946684,16000.0,16000.0, 36 months,17.1,571.25,C,5 years,RENT,78624.0,Not Verified,2013-10-01,debt_consolidation,19.02,2.0,1999-10-01,12.0,0.0,14915.0,66.0,0.0,96880.0,100.0,0.0,95.0,48.0,0.0,0.0,11.006386168093801,36,1,False,168.01987720487074,False
218323,33491600,11325.0,11325.0, 60 months,14.99,269.37,C,7 years,RENT,30000.0,Source Verified,2014-11-01,credit_card,25.64,0.0,2004-03-01,12.0,0.0,11439.0,50.8,0.0,18003.0,71.6,2.0,100.0,17.0,0.0,0.0,11.992032690609664,60,3,True,128.03548327481056,True
48109,7304688,25000.0,25000.0, 36 months,19.52,922.99,D,2 years,RENT,65800.0,Verified,2013-09-01,small_business,9.81,1.0,2006-05-01,21.0,0.0,6071.0,23.6,0.0,163828.0,24.8,2.0,92.0,40.0,0.0,28.0,4.008295858231175,36,1,False,88.05108934475041,False
366711,14358547,3900.0,3900.0, 36 months,14.16,133.6,C,3 years,RENT,47000.0,Source Verified,2014-04-01,credit_card,11.36,0.0,2005-05-01,10.0,2.0,1949.0,48.7,0.0,14513.0,52.7,1.0,91.7,13.0,0.0,190.0,16.000328548840837,36,3,True,107.00835746113883,False
269162,26319858,22475.0,22475.0, 60 months,25.83,670.66,G,7 years,OWN,74000.0,Verified,2014-09-01,debt_consolidation,19.35,0.0,2003-06-01,13.0,0.0,14523.0,56.3,0.0,47901.0,38.9,1.0,100.0,43.0,0.0,0.0,2.9897944516314503,60,3,True,135.0335735846732,False
399924,11665166,3850.0,3850.0, 36 months,18.25,139.68,D,10+ years,RENT,32661.0,Verified,2014-02-01,debt_consolidation,17.68,0.0,1992-06-01,7.0,0.0,15388.0,77.7,0.0,172433.0,108.8,0.0,100.0,9.0,0.0,87.0,4.928232612579314,36,3,True,260.04640752376844,False
53884,6930123,3000.0,3000.0, 36 months,13.05,101.16,B,2 years,RENT,75000.0,Not Verified,2013-09-01,debt_consolidation,21.7,1.0,2000-07-01,17.0,0.0,19694.0,50.2,0.0,49866.0,57.1,2.0,97.0,38.0,0.0,0.0,17.938766709788702,36,3,True,158.03199244337665,True
137929,2310537,23850.0,23850.0, 60 months,23.28,676.19,F,10+ years,MORTGAGE,60000.0,Verified,2012-12-01,small_business,16.06,1.0,1985-01-01,9.0,0.0,35870.0,79.4,0.0,51794.0,93.3,0.0,92.0,13.0,0.0,0.0,7.983736832378488,60,3,True,334.9883981190579,True
159430,1485372,21000.0,21000.0, 60 months,23.28,595.39,F,7 years,RENT,134803.0,Verified,2012-08-01,debt_consolidation,10.78,0.0,1999-10-01,12.0,0.0,21692.0,91.1,0.0,70746.0,92.3,1.0,100.0,35.0,0.0,0.0,19.975769522988152,60,1,False,154.02369658514547,True
40594,7625672,19575.0,19575.0, 60 months,15.1,466.72,C,4 years,RENT,45000.0,Source Verified,2013-10-01,credit_card,21.41,0.0,1987-05-01,16.0,0.0,28786.0,57.9,0.0,28786.0,66.8,1.0,96.0,29.0,0.0,0.0,27.00671471693464,60,3,True,317.0496314092692,True
201753,35743368,7075.0,7075.0, 36 months,17.86,255.29,D,1 year,RENT,45000.0,Not Verified,2014-11-01,major_purchase,6.56,0.0,2011-09-01,8.0,0.0,4080.0,52.3,0.0,4080.0,63.9,0.0,100.0,8.0,0.0,0.0,13.996180619725251,36,1,False,38.01310088502844,False
111984,3807650,14825.0,14825.0, 60 months,19.72,390.47,D,3 years,RENT,47000.0,Verified,2013-03-01,debt_consolidation,4.44,0.0,2006-10-01,11.0,0.0,8010.0,40.5,0.0,8010.0,41.7,1.0,100.0,16.0,0.0,0.0,10.0535945296618,60,3,True,76.97899340848888,True
127897,3152716,10625.0,10625.0, 36 months,16.29,375.07,C,,RENT,39600.0,Source Verified,2013-01-01,debt_consolidation,12.3,0.0,1984-01-01,10.0,0.0,4406.0,68.8,0.0,13274.0,68.5,0.0,81.0,16.0,0.0,115.0,35.97609807182899,36,1,False,348.03178710035115,False
333492,14530469,11250.0,11250.0, 60 months,18.24,287.15,D,10+ years,MORTGAGE,47000.0,Not Verified,2014-06-01,debt_consolidation,21.6,0.0,2001-08-01,9.0,1.0,4981.0,57.3,0.0,130767.0,79.1,2.0,85.0,20.0,0.0,438.0,9.987884761494076,60,3,True,153.9908417010616,True
114087,3724762,24000.0,24000.0, 36 months,7.9,750.97,A,8 years,MORTGAGE,80000.0,Verified,2013-03-01,debt_consolidation,32.02,0.0,1999-10-01,10.0,0.0,34368.0,52.5,0.0,293133.0,52.3,1.0,100.0,32.0,0.0,0.0,23.984065381219327,36,1,False,160.98893201092426,True
412764,10765604,20000.0,20000.0, 36 months,11.99,664.2,B,< 1 year,RENT,87000.0,Verified,2014-01-01,debt_consolidation,27.86,0.0,1999-03-01,20.0,0.0,25374.0,64.4,0.0,188858.0,82.1,0.0,100.0,39.0,0.0,0.0,20.961416045504013,36,1,False,178.07347173453255,True
389429,12518740,16050.0,16050.0, 60 months,18.25,409.76,D,4 years,MORTGAGE,45000.0,Source Verified,2014-03-01,debt_consolidation,18.48,0.0,1994-07-01,8.0,1.0,3590.0,37.8,0.0,234820.0,58.3,0.0,100.0,30.0,0.0,0.0,11.992032690609664,60,1,False,235.9966323743814,True
29567,8375364,17475.0,17475.0, 36 months,19.2,642.34,D,10+ years,MORTGAGE,135000.0,Verified,2013-11-01,debt_consolidation,15.82,0.0,1996-10-01,10.0,2.0,22505.0,74.0,0.0,241747.0,88.3,1.0,100.0,18.0,0.0,0.0,29.963654284482228,36,1,False,205.01447668329945,True
360156,14570490,20000.0,20000.0, 60 months,15.31,479.06,C,5 years,OWN,70000.0,Not Verified,2014-04-01,debt_consolidation,25.72,0.0,2000-06-01,21.0,0.0,42481.0,68.3,0.0,320829.0,60.5,0.0,100.0,42.0,0.0,0.0,12.977679213125526,60,3,True,165.9828743916713,False
269670,26309510,10000.0,10000.0, 60 months,14.49,235.24,C,1 year,RENT,45000.0,Source Verified,2014-09-01,debt_consolidation,15.39,0.0,1999-02-01,11.0,0.0,22085.0,55.2,0.0,22085.0,61.7,0.0,96.0,26.0,0.0,0.0,5.946734019179039,60,3,True,186.97714532125917,False
21203,8845412,25000.0,25000.0, 36 months,16.2,881.4,C,8 years,MORTGAGE,140000.0,Source Verified,2013-11-01,other,6.15,4.0,1999-05-01,20.0,0.0,12950.0,58.9,0.0,93133.0,83.9,1.0,81.8,39.0,0.0,0.0,30.982155691081953,36,3,True,174.06517587630137,True
