,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,out_prncp,tot_cur_bal,bc_util,funded_amnt_inv,inq_last_6mths,pct_tl_nvr_dlq,total_acc,sub_grade,acc_now_delinq,tot_coll_amt,default,loan_length,term_num,weights,label,cr_hist
373073,13527405,14000.0,14000.0, 36 months,8.9,444.55,A,10+ years,MORTGAGE,120000.0,Not Verified,2014-04-01,Fully Paid,debt_consolidation,20.26,0.0,1987-09-01,12.0,0.0,21288.0,84.5,15304.75,2015-07-01,0.0,0.0,324901.0,89.2,14000.0,0.0,100.0,26.0,A5,0.0,0.0,0,14.981827142241114,36,1,0,318.988069570217
26904,8608000,2500.0,2500.0, 36 months,12.99,84.23,B,10+ years,RENT,24000.0,Not Verified,2013-11-01,Fully Paid,debt_consolidation,12.75,0.0,2002-11-01,5.0,0.0,4441.0,64.4,2863.5600000004,2015-03-01,0.0,0.0,19363.0,64.4,2500.0,0.0,90.0,10.0,B4,0.0,0.0,0,15.934618780673114,36,1,0,132.01092424895788
55470,6916771,11875.0,11875.0, 36 months,9.71,381.56,B,10+ years,RENT,58500.0,Not Verified,2013-09-01,Charged Off,debt_consolidation,15.06,1.0,1991-02-01,13.0,1.0,4815.0,32.5,9536.75,2015-10-01,0.0,0.0,44762.0,48.7,11875.0,0.0,96.0,32.0,B1,0.0,0.0,1,24.96971190373519,36,3,1,270.9870839236945
282786,24134634,15000.0,15000.0, 60 months,13.98,348.87,C,10+ years,RENT,63000.0,Source Verified,2014-08-01,Fully Paid,debt_consolidation,16.8,0.0,2000-04-01,11.0,0.0,5003.0,12.2,16559.96,2015-06-01,0.0,0.0,33776.0,14.1,15000.0,0.0,93.3,15.0,C3,0.0,0.0,0,9.987884761494076,60,1,0,171.99531817901806
59,10129353,4500.0,4500.0, 36 months,9.67,144.51,B,< 1 year,MORTGAGE,38000.0,Not Verified,2013-12-01,Fully Paid,debt_consolidation,20.02,0.0,2002-10-01,14.0,0.0,7622.0,10.8,4606.17,2014-03-01,0.0,0.0,29848.0,9.9,4500.0,2.0,100.0,31.0,B1,0.0,0.0,0,2.9569395675475882,36,1,0,134.01507217807347
345915,16431944,18000.0,18000.0, 60 months,13.35,412.79,C,,MORTGAGE,85000.0,Verified,2014-05-01,Charged Off,credit_card,25.13,0.0,1997-08-01,11.0,0.0,37407.0,79.6,6202.46,2015-01-01,2900.14,0.0,187874.0,58.0,18000.0,0.0,95.7,46.0,C2,0.0,0.0,1,8.049446600546213,60,3,1,200.9733259409844
114047,3725256,12500.0,12500.0, 36 months,6.03,380.45,A,10+ years,MORTGAGE,75000.0,Verified,2013-03-01,Fully Paid,credit_card,9.49,0.0,1986-09-01,10.0,0.0,12448.0,14.6,13695.9699522879,2016-03-01,0.0,0.0,275601.0,14.6,12500.0,2.0,100.0,28.0,A1,0.0,0.0,0,36.008952955912854,36,1,0,317.96956816361734
307527,20702235,14000.0,14000.0, 60 months,14.99,332.99,C,5 years,MORTGAGE,95000.0,Not Verified,2014-07-01,Fully Paid,debt_consolidation,19.96,0.0,2005-09-01,12.0,0.0,8771.0,85.2,14174.89,2014-08-01,0.0,0.0,304529.0,85.0,14000.0,0.0,94.7,21.0,C5,0.0,0.0,0,1.0185014065997249,60,1,0,105.95700117045524
16983,8990162,9000.0,9000.0, 36 months,21.7,342.32,E,,RENT,60000.0,Verified,2013-11-01,Charged Off,other,8.28,1.0,2002-04-01,11.0,0.0,9336.0,42.6,5830.19,2015-02-01,0.0,0.0,9336.0,50.1,9000.0,1.0,94.1,17.0,E2,0.0,0.0,1,15.014682026324977,36,3,1,139.04186944290439
75762,5950129,6075.0,6075.0, 36 months,13.05,204.84,B,,RENT,22000.0,Verified,2013-07-01,Charged Off,debt_consolidation,23.45,0.0,1995-11-01,5.0,0.0,7597.0,88.3,3792.17,2014-11-01,517.11,0.0,9323.0,88.3,6075.0,1.0,100.0,12.0,B5,0.0,0.0,1,16.0331834329247,36,3,1,211.9797121090782
26749,8598468,7800.0,7800.0, 36 months,11.99,259.04,B,6 years,MORTGAGE,61000.0,Source Verified,2013-11-01,Fully Paid,debt_consolidation,29.67,0.0,2003-08-01,14.0,0.0,6574.0,80.2,9230.5899989959,2016-03-01,0.0,0.0,193651.0,86.4,7800.0,3.0,100.0,23.0,B3,0.0,98.0,0,27.95950635536664,36,1,0,123.04154089406353
65692,6568821,11300.0,11300.0, 36 months,18.85,413.36,D,10+ years,RENT,42000.0,Not Verified,2013-08-01,Fully Paid,debt_consolidation,18.74,0.0,1998-08-01,9.0,0.0,5506.0,58.6,13038.8651609782,2014-07-01,0.0,0.0,21455.0,100.3,11250.0,1.0,94.0,19.0,D3,0.0,0.0,0,10.973531284009939,36,1,0,180.0119098954804
120967,3368755,9000.0,9000.0, 36 months,14.33,309.05,C,7 years,RENT,75000.0,Not Verified,2013-02-01,Charged Off,credit_card,7.74,0.0,1999-01-01,8.0,0.0,20080.0,72.2,7363.23,2014-12-01,575.65,0.0,20080.0,85.5,9000.0,2.0,100.0,26.0,C1,0.0,0.0,1,21.947062568019877,36,3,1,169.03837861147045
147067,1627226,22750.0,22750.0, 60 months,23.63,649.6,F,,RENT,51000.0,Verified,2012-11-01,Fully Paid,credit_card,17.95,0.0,1995-11-01,13.0,0.0,25559.0,91.0,34721.2000059779,2015-07-01,0.0,0.0,25559.0,92.9,22750.0,0.0,96.0,27.0,F3,0.0,0.0,0,31.934947329513953,60,1,0,204.0288301607836
388498,12488605,28000.0,28000.0, 36 months,12.99,943.3,B,6 years,RENT,99000.0,Source Verified,2014-03-01,Fully Paid,debt_consolidation,20.36,0.0,1999-06-01,13.0,0.0,30028.0,88.8,28888.44,2014-06-01,0.0,0.0,53403.0,96.6,28000.0,0.0,96.3,27.0,B5,0.0,0.0,0,3.0226493357153124,36,1,0,176.98926055976509
242157,30266057,15000.0,15000.0, 60 months,14.99,356.78,C,1 year,RENT,73000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,16.39,1.0,1994-09-01,12.0,0.0,13101.0,66.2,17940.09,2016-03-01,0.0,0.0,33330.0,65.8,15000.0,0.0,95.2,21.0,C5,0.0,0.0,0,16.9859750713567,60,1,0,240.99057475512845
287182,23953977,10000.0,10000.0, 60 months,13.35,229.33,C,5 years,MORTGAGE,81000.0,Source Verified,2014-08-01,Fully Paid,debt_consolidation,8.93,0.0,1996-05-01,15.0,0.0,16521.0,39.7,10581.02,2015-07-01,0.0,0.0,246331.0,34.2,10000.0,1.0,100.0,29.0,C2,0.0,0.0,0,10.973531284009939,60,1,0,219.01065730302471
31134,8214880,10500.0,10500.0, 36 months,20.2,391.29,D,3 years,RENT,30000.0,Source Verified,2013-10-01,Charged Off,debt_consolidation,34.28,1.0,2000-07-01,11.0,1.0,9827.0,54.6,3912.9,2014-09-01,0.0,0.0,30900.0,67.7,10500.0,1.0,94.7,20.0,D5,0.0,6223.0,1,11.006386168093801,36,3,1,159.01763896589253
96902,5035595,6800.0,6800.0, 36 months,16.29,240.05,C,10+ years,MORTGAGE,40000.0,Verified,2013-05-01,Fully Paid,debt_consolidation,20.58,0.0,2001-09-01,16.0,0.0,13248.0,96.7,6892.4186982574,2013-06-01,0.0,0.0,192601.0,101.3,6800.0,0.0,100.0,35.0,C4,0.0,0.0,0,1.0185014065997249,36,1,0,139.9618061972525
420402,10181891,14125.0,14125.0, 36 months,13.53,479.55,B,5 years,RENT,35000.0,Not Verified,2014-01-01,Fully Paid,debt_consolidation,22.39,2.0,1996-08-01,12.0,0.0,7931.0,48.1,16321.6699984585,2015-06-01,0.0,0.0,15509.0,73.3,14125.0,0.0,90.9,22.0,B5,0.0,0.0,0,16.95312018727284,36,1,0,209.02277254153063
197417,36018136,4000.0,4000.0, 36 months,6.49,122.58,A,10+ years,MORTGAGE,40000.0,Not Verified,2014-11-01,Fully Paid,debt_consolidation,11.77,1.0,2001-06-01,22.0,0.0,5451.0,15.6,4185.76,2015-09-01,0.0,0.0,258916.0,11.6,4000.0,0.0,97.0,34.0,A2,0.0,0.0,0,9.987884761494076,36,1,0,161.02178689500812
329163,18875021,35000.0,35000.0, 36 months,10.99,1145.69,B,6 years,OWN,98000.0,Verified,2014-06-01,Fully Paid,credit_card,27.27,0.0,1980-07-01,17.0,0.0,41039.0,43.4,37520.9,2015-02-01,0.0,0.0,88782.0,43.4,35000.0,0.0,96.8,31.0,B3,0.0,0.0,0,8.049446600546213,36,1,0,407.0063040308836
12470,8875388,35000.0,35000.0, 60 months,22.4,974.64,E,6 years,RENT,78000.0,Verified,2013-12-01,Charged Off,debt_consolidation,17.4,0.0,2008-07-01,8.0,0.0,14916.0,81.1,21017.78,2015-06-01,5375.33,0.0,53043.0,90.5,35000.0,0.0,100.0,16.0,E3,0.0,0.0,1,17.971621593872563,60,3,1,65.01981560196307
31796,8127206,7550.0,7550.0, 36 months,11.99,250.74,B,10+ years,MORTGAGE,26000.0,Verified,2013-10-01,Charged Off,home_improvement,9.37,0.0,2004-01-01,7.0,0.0,4793.0,71.5,5014.8000000001,2015-06-01,0.0,0.0,60084.0,71.5,7550.0,1.0,88.0,18.0,B3,0.0,1759.0,1,19.975769522988152,36,3,1,116.99624222263292
40954,7625879,8325.0,8325.0, 36 months,14.3,285.75,C,3 years,RENT,24000.0,Source Verified,2013-10-01,Fully Paid,debt_consolidation,18.15,0.0,2005-04-01,6.0,0.0,13951.0,68.4,10238.1299994268,2016-05-01,0.0,0.0,13951.0,80.5,8325.0,0.0,100.0,9.0,C1,0.0,0.0,0,30.982155691081953,36,1,0,102.0144150803918
5875,9274964,12000.0,12000.0, 60 months,18.25,306.36,D,< 1 year,RENT,75000.0,Verified,2013-12-01,Charged Off,debt_consolidation,10.91,0.0,1996-08-01,20.0,1.0,2467.0,17.5,6960.04,2015-06-01,1752.08,0.0,71623.0,9.4,12000.0,1.0,96.0,26.0,D3,0.0,0.0,1,17.971621593872563,60,3,1,208.0042711349309
391190,12397731,16675.0,16675.0, 36 months,15.31,580.58,C,< 1 year,OWN,38000.0,Source Verified,2014-03-01,Charged Off,credit_card,31.27,0.0,2007-02-01,19.0,0.0,14575.0,82.3,8128.12,2015-05-01,0.0,0.0,64970.0,87.9,16675.0,1.0,100.0,27.0,C4,0.0,0.0,1,13.996180619725251,36,3,1,84.92987535678351
88536,5646939,31300.0,31300.0, 36 months,14.09,1071.13,B,3 years,RENT,70000.0,Verified,2013-06-01,Charged Off,debt_consolidation,21.82,0.0,1973-10-01,14.0,0.0,28013.0,58.9,23282.71,2015-01-01,2938.76,0.0,52540.0,69.3,31250.0,0.0,100.0,47.0,B5,0.0,0.0,1,19.022977884556152,36,3,1,476.00156060699396
422354,10070043,19950.0,19950.0, 36 months,22.9,771.22,E,9 years,MORTGAGE,108000.0,Source Verified,2014-01-01,Fully Paid,small_business,18.04,1.0,2001-03-01,17.0,0.0,10760.0,66.0,24365.96,2015-02-01,0.0,0.0,340825.0,67.1,19950.0,3.0,96.4,28.0,E4,0.0,0.0,0,13.010534097209389,36,1,0,154.05655146922936
304211,21080819,11600.0,11600.0, 36 months,13.35,392.81,C,,OWN,26500.0,Verified,2014-07-01,Charged Off,debt_consolidation,18.54,0.0,1999-09-01,6.0,0.0,11376.0,61.5,6337.49,2015-08-01,1230.96,0.0,41148.0,61.5,11600.0,1.0,100.0,19.0,C2,0.0,0.0,1,13.010534097209389,36,3,1,177.97490708228096
87749,5647200,6000.0,6000.0, 36 months,15.31,208.91,C,10+ years,RENT,70000.0,Verified,2013-06-01,Charged Off,debt_consolidation,27.67,0.0,1996-05-01,12.0,0.0,22994.0,75.9,3760.030000000001,2015-01-01,0.0,0.0,42279.0,91.2,6000.0,0.0,100.0,25.0,C2,0.0,0.0,1,19.022977884556152,36,3,1,205.01447668329945
420434,10112063,5000.0,5000.0, 36 months,13.53,169.75,B,10+ years,MORTGAGE,35000.0,Source Verified,2014-01-01,Fully Paid,debt_consolidation,28.55,0.0,2003-08-01,11.0,0.0,15502.0,40.5,5217.78,2014-05-01,0.0,0.0,84818.0,72.2,5000.0,1.0,100.0,21.0,B5,0.0,0.0,0,3.942586090063451,36,1,0,125.04568882317912
367410,14278267,10875.0,10875.0, 60 months,17.57,273.62,D,7 years,RENT,26000.0,Source Verified,2014-04-01,Charged Off,credit_card,27.61,0.0,2001-05-01,9.0,0.0,10081.0,84.7,4104.3,2015-07-01,0.0,0.0,19190.0,85.0,10850.0,0.0,96.0,25.0,D2,0.0,0.0,1,14.981827142241114,60,3,1,155.00934310766135
60751,6210245,4000.0,4000.0, 36 months,9.71,128.53,B,10+ years,MORTGAGE,46000.0,Source Verified,2013-08-01,Fully Paid,debt_consolidation,7.8,0.0,2001-04-01,13.0,0.0,10438.0,30.0,4032.37,2013-09-01,0.0,0.0,269164.0,41.6,4000.0,0.0,89.0,28.0,B1,0.0,0.0,0,1.0185014065997249,36,1,0,148.01125279779873
67604,6525172,12000.0,12000.0, 36 months,11.55,396.0,B,10+ years,RENT,65000.0,Source Verified,2013-08-01,Fully Paid,debt_consolidation,16.28,0.0,1997-04-01,9.0,0.0,14591.0,76.0,13361.6030171468,2014-10-01,0.0,0.0,38840.0,76.7,12000.0,0.0,97.0,36.0,B3,0.0,0.0,0,13.996180619725251,36,1,0,196.01223844432124
273157,25947430,17575.0,17575.0, 60 months,16.29,430.11,D,10+ years,MORTGAGE,50000.0,Not Verified,2014-09-01,Charged Off,debt_consolidation,29.81,2.0,1992-04-01,20.0,0.0,28486.0,36.2,6419.57,2015-04-01,3408.8,0.0,136159.0,40.6,17575.0,1.0,91.4,36.0,D2,0.0,0.0,1,6.965235425778763,60,3,1,269.0157908786628
29624,7698593,7500.0,7500.0, 36 months,14.3,257.43,C,10+ years,OWN,25000.0,Not Verified,2013-10-01,Fully Paid,debt_consolidation,27.41,0.0,1989-08-01,16.0,0.0,14144.0,28.2,9216.089999142,2016-04-01,0.0,0.0,24144.0,55.6,7500.0,2.0,100.0,29.0,C1,0.0,0.0,0,29.99650916856609,36,1,0,290.01006180825067
214473,34443500,10000.0,10000.0, 36 months,15.99,351.53,D,4 years,MORTGAGE,31200.0,Source Verified,2014-11-01,Fully Paid,other,15.14,0.0,1998-07-01,9.0,0.0,5296.0,54.6,11824.29,2016-04-01,0.0,0.0,94934.0,28.3,10000.0,2.0,96.0,25.0,D2,0.0,0.0,0,16.9859750713567,36,1,0,196.0450933284051
25266,8615047,13700.0,13700.0, 60 months,24.99,402.04,F,10+ years,MORTGAGE,43560.0,Verified,2013-11-01,Charged Off,debt_consolidation,23.47,0.0,2007-04-01,9.0,0.0,8191.0,63.5,6239.06,2014-10-01,1816.62,0.0,96975.0,75.1,13700.0,2.0,100.0,14.0,F4,0.0,0.0,1,10.973531284009939,60,3,1,79.04885110577219
79638,5855875,23275.0,23275.0, 60 months,9.71,491.22,B,10+ years,MORTGAGE,66000.0,Verified,2013-07-01,Fully Paid,debt_consolidation,17.13,0.0,1976-01-01,15.0,0.0,23254.0,47.3,26627.03003484674,2015-03-01,0.0,0.0,179646.0,69.7,23200.0,0.0,97.0,41.0,B1,0.0,0.0,0,19.975769522988152,60,1,0,449.9804924125752
402552,11724917,6750.0,6750.0, 36 months,22.4,259.19,E,,RENT,21220.0,Verified,2014-02-01,Charged Off,credit_card,20.36,0.0,2006-02-01,9.0,0.0,13290.0,83.6,4489.04,2015-04-01,860.38,0.0,13290.0,87.1,6750.0,0.0,100.0,24.0,E3,0.0,0.0,1,13.930470851557526,36,3,1,96.00197129304503
148720,1613191,15000.0,15000.0, 36 months,21.49,568.91,E,9 years,MORTGAGE,52000.0,Verified,2012-10-01,Fully Paid,debt_consolidation,22.96,0.0,1998-12-01,8.0,0.0,12095.0,95.2,19630.9176545678,2014-10-01,0.0,0.0,29178.0,98.2,15000.0,2.0,100.0,22.0,E3,0.0,0.0,0,23.984065381219327,36,1,0,166.01572927575515
206908,34864306,4000.0,4000.0, 36 months,12.39,133.61,C,10+ years,MORTGAGE,65000.0,Not Verified,2014-11-01,Fully Paid,home_improvement,9.58,3.0,1988-11-01,5.0,0.0,6641.0,82.0,4474.78,2015-12-01,0.0,0.0,235247.0,85.8,4000.0,1.0,80.8,26.0,C1,0.0,0.0,0,12.977679213125526,36,1,0,311.9899792603544
92616,5385498,6000.0,6000.0, 36 months,14.33,206.03,C,10+ years,OWN,45000.0,Not Verified,2013-05-01,Fully Paid,credit_card,19.44,0.0,2004-08-01,12.0,0.0,5017.0,42.5,7417.0246046146,2016-05-01,0.0,0.0,28654.0,45.3,6000.0,1.0,87.0,16.0,C1,0.0,0.0,0,36.008952955912854,36,1,0,104.97135464793938
134431,2825192,28625.0,28625.0, 36 months,16.29,1010.48,C,3 years,MORTGAGE,200000.0,Source Verified,2012-12-01,Charged Off,debt_consolidation,12.65,0.0,1994-08-01,12.0,5.0,22363.0,95.2,12037.97,2013-11-01,1933.17,0.0,510739.0,97.2,28625.0,2.0,92.0,19.0,C4,0.0,92.0,1,11.006386168093801,36,3,1,220.02915870962443
49507,7102194,14000.0,14000.0, 36 months,15.88,491.37,C,6 years,MORTGAGE,87000.0,Not Verified,2013-09-01,Fully Paid,credit_card,11.81,0.0,2008-03-01,7.0,0.0,13702.0,76.5,15663.7981531583,2014-07-01,0.0,0.0,238838.0,101.5,14000.0,0.0,100.0,10.0,C4,0.0,0.0,0,9.955029877410214,36,1,0,66.0383170085628
152992,1561518,7000.0,7000.0, 36 months,18.75,255.71,D,5 years,MORTGAGE,60000.0,Not Verified,2012-10-01,Fully Paid,debt_consolidation,17.6,0.0,2005-04-01,11.0,0.0,9169.0,85.7,9015.6400064474,2015-02-01,0.0,0.0,187083.0,89.1,7000.0,1.0,100.0,18.0,D3,0.0,0.0,0,28.025216123534364,36,1,0,90.02238238978214
20679,8585254,35000.0,35000.0, 60 months,21.7,960.71,E,5 years,MORTGAGE,96000.0,Source Verified,2013-11-01,Charged Off,home_improvement,15.94,0.0,2004-04-01,10.0,0.0,9031.0,19.9,5943.66,2013-12-01,4983.18,0.0,61834.0,4.3,35000.0,3.0,100.0,15.0,E2,0.0,0.0,1,0.9856465225158627,60,3,1,115.02494917760119
18575,8966367,17000.0,17000.0, 36 months,7.9,531.94,A,< 1 year,MORTGAGE,71000.0,Verified,2013-12-01,Fully Paid,debt_consolidation,22.68,0.0,1999-10-01,15.0,1.0,14129.0,62.8,18912.654976558,2016-03-01,0.0,0.0,127120.0,45.8,17000.0,1.0,100.0,46.0,A4,0.0,0.0,0,26.973859832850778,36,1,0,170.02402513398633
272866,24174570,11200.0,11200.0, 60 months,10.99,243.46,B,1 year,RENT,75000.0,Not Verified,2014-08-01,Charged Off,debt_consolidation,18.34,0.0,2004-05-01,33.0,0.0,4635.0,24.8,1704.22,2015-04-01,0.0,0.0,114175.0,10.1,11200.0,0.0,100.0,49.0,B3,0.0,0.0,1,7.983736832378488,60,3,1,123.00868600997967
21072,8885405,10000.0,10000.0, 60 months,14.3,234.25,C,9 years,MORTGAGE,45000.0,Source Verified,2013-11-01,Charged Off,credit_card,25.36,0.0,2005-04-01,10.0,0.0,11733.0,77.7,3624.75,2014-04-01,2455.15,0.0,163338.0,90.6,10000.0,1.0,90.0,31.0,C1,0.0,0.0,1,4.9610874966631755,60,3,1,103.03291648699152
154096,1549034,28625.0,28625.0, 60 months,24.7,835.16,G,5 years,MORTGAGE,72500.0,Verified,2012-10-01,Charged Off,debt_consolidation,27.84,0.0,1998-01-01,17.0,0.0,20852.0,59.1,12898.919999999998,2013-09-01,3732.4,0.0,138328.0,59.1,28625.0,2.0,100.0,35.0,G1,0.0,0.0,1,11.006386168093801,60,3,1,176.98926055976509
91704,5445392,23000.0,23000.0, 36 months,19.72,851.49,D,6 years,MORTGAGE,86826.0,Source Verified,2013-06-01,Fully Paid,debt_consolidation,22.02,0.0,1989-10-01,12.0,1.0,23600.0,75.4,30653.377781862,2016-06-01,0.0,0.0,56653.0,71.2,23000.0,2.0,96.0,31.0,D5,0.0,263.0,0,36.008952955912854,36,1,0,283.99761802090393
68436,6406410,1000.0,1000.0, 36 months,24.5,39.5,F,2 years,OWN,42000.0,Not Verified,2013-08-01,Charged Off,vacation,15.4,0.0,2010-02-01,4.0,0.0,730.0,31.7,512.92,2014-06-01,118.64,0.0,18760.0,91.2,1000.0,1.0,100.0,5.0,F3,0.0,0.0,1,9.987884761494076,36,3,1,41.95568697509189
206643,34894395,21925.0,21925.0, 60 months,19.99,580.76,E,1 year,RENT,50000.0,Source Verified,2014-11-01,Charged Off,credit_card,9.51,1.0,2006-09-01,14.0,0.0,18017.0,74.5,6700.41,2015-04-01,3845.31,0.0,64710.0,81.9,21925.0,1.0,94.4,27.0,E3,0.0,0.0,1,4.9610874966631755,60,3,1,98.00611922216062
99274,4796227,24000.0,24000.0, 60 months,16.29,587.34,C,2 years,RENT,151195.0,Verified,2013-05-01,Fully Paid,credit_card,20.32,0.0,2001-06-01,14.0,0.0,28562.0,68.0,33309.9300325816,2016-06-01,0.0,0.0,177074.0,81.6,24000.0,0.0,100.0,36.0,C4,0.0,0.0,0,37.02745436251258,60,1,0,142.98445553296781
138621,2300087,14400.0,14400.0, 36 months,13.11,485.96,B,10+ years,RENT,58000.0,Source Verified,2012-12-01,Charged Off,debt_consolidation,11.03,0.0,2001-07-01,20.0,0.0,26156.0,51.7,15089.3,2015-06-01,504.6,0.0,155203.0,39.2,14400.0,3.0,97.0,39.0,B4,0.0,0.0,1,29.963654284482228,36,3,1,137.0377215137888
51457,7068103,12000.0,12000.0, 36 months,12.35,400.59,B,10+ years,RENT,100000.0,Source Verified,2013-09-01,Fully Paid,debt_consolidation,5.53,0.0,1981-05-01,9.0,0.0,16358.0,90.9,13244.5299971307,2014-11-01,0.0,0.0,16358.0,95.4,12000.0,0.0,100.0,20.0,B4,0.0,0.0,0,13.996180619725251,36,1,0,388.04903591449516
47135,7296480,6250.0,6250.0, 36 months,18.55,227.69,D,9 years,RENT,41000.0,Not Verified,2013-09-01,Charged Off,other,15.19,0.0,2003-03-01,5.0,0.0,6507.0,73.1,5692.0,2015-10-01,0.0,0.0,22041.0,94.9,6250.0,0.0,100.0,13.0,D2,0.0,0.0,1,24.96971190373519,36,3,1,126.06419022977884
39963,7638067,9000.0,9000.0, 36 months,15.1,312.43,C,< 1 year,RENT,38000.0,Not Verified,2013-10-01,Charged Off,debt_consolidation,27.66,0.0,1999-07-01,18.0,0.0,22992.0,66.5,5702.15,2015-02-01,0.0,0.0,60091.0,77.4,9000.0,2.0,97.0,40.0,C2,0.0,0.0,1,16.0331834329247,36,3,1,171.04252654058604
27038,8558066,28200.0,28200.0, 60 months,24.99,827.55,F,10+ years,OWN,97400.0,Verified,2013-11-01,Fully Paid,debt_consolidation,13.73,0.0,2001-01-01,12.0,0.0,15009.0,63.3,40292.1299915347,2015-10-01,0.0,0.0,170453.0,90.5,28200.0,1.0,97.3,40.0,F4,0.0,232.0,0,22.965563974619602,60,1,0,153.9908417010616
192398,37117172,11000.0,11000.0, 60 months,10.49,236.38,B,3 years,MORTGAGE,80000.0,Source Verified,2014-12-01,Fully Paid,credit_card,6.48,1.0,2007-02-01,8.0,0.0,14861.0,63.2,11212.62,2015-03-01,0.0,0.0,377385.0,69.1,11000.0,3.0,92.9,14.0,B3,0.0,0.0,0,2.9569395675475882,60,1,0,93.96496847984558
313084,20248371,4000.0,4000.0, 36 months,16.29,141.21,D,10+ years,RENT,67400.0,Verified,2014-07-01,Charged Off,debt_consolidation,26.64,0.0,1991-11-01,15.0,0.0,14749.0,41.0,423.63,2014-10-01,0.0,0.0,68807.0,34.5,4000.0,3.0,93.2,47.0,D2,0.0,0.0,1,3.0226493357153124,36,3,1,271.9727304462104
331575,18534597,5000.0,5000.0, 36 months,7.69,155.97,A,2 years,RENT,65000.0,Not Verified,2014-06-01,Fully Paid,debt_consolidation,21.51,0.0,2000-05-01,6.0,0.0,3000.0,50.8,5265.39,2015-04-01,0.0,0.0,27485.0,21.8,5000.0,1.0,94.1,17.0,A4,0.0,373.0,0,9.987884761494076,36,1,0,169.0055237273866
406571,10696274,14000.0,14000.0, 36 months,15.61,489.51,C,10+ years,RENT,165000.0,Verified,2014-02-01,Charged Off,debt_consolidation,8.35,0.0,1999-12-01,15.0,0.0,24568.0,74.0,11653.14,2015-04-01,4800.0,0.0,45741.0,65.7,14000.0,3.0,96.4,29.0,C4,0.0,0.0,1,13.930470851557526,36,3,1,170.0568800180702
61835,6637094,10400.0,10400.0, 36 months,18.25,377.3,D,3 years,RENT,60000.0,Verified,2013-08-01,Fully Paid,credit_card,11.32,1.0,2002-04-01,9.0,0.0,4628.0,50.3,13546.59,2016-04-01,0.0,0.0,16303.0,84.3,10400.0,0.0,88.0,9.0,D2,0.0,0.0,0,32.000657097681675,36,1,0,136.01922010718906
50367,6839335,20000.0,20000.0, 36 months,8.9,635.07,A,10+ years,MORTGAGE,140000.0,Source Verified,2013-09-01,Fully Paid,debt_consolidation,13.54,0.0,1995-01-01,10.0,0.0,25289.0,73.9,20835.312080461397,2014-03-01,0.0,0.0,183815.0,75.0,20000.0,0.0,96.0,27.0,A5,0.0,0.0,0,5.946734019179039,36,1,0,224.00459968377174
141977,1626580,18000.0,18000.0, 60 months,19.05,467.43,D,10+ years,MORTGAGE,40000.0,Verified,2012-11-01,Fully Paid,debt_consolidation,17.94,0.0,1983-04-01,12.0,0.0,38367.0,84.5,18286.582897722397,2012-12-01,0.0,0.0,107983.0,83.7,18000.0,0.0,97.0,33.0,D4,0.0,0.0,0,0.9856465225158627,60,1,0,355.06273229429763
364141,14589219,6000.0,6000.0, 36 months,13.65,204.05,C,< 1 year,OWN,72000.0,Source Verified,2014-04-01,Charged Off,debt_consolidation,16.0,1.0,1999-12-01,9.0,0.0,8699.0,40.6,3036.47,2015-03-01,791.92,0.0,63487.0,54.3,6000.0,2.0,96.4,35.0,C1,0.0,0.0,1,10.973531284009939,36,3,1,171.99531817901806
318854,19876914,12000.0,12000.0, 36 months,12.99,404.27,C,10+ years,OWN,81000.0,Source Verified,2014-06-01,Fully Paid,credit_card,27.8,2.0,1991-04-01,14.0,0.0,20421.0,63.0,12985.78,2015-02-01,0.0,0.0,59485.0,59.9,12000.0,3.0,88.0,50.0,C1,0.0,98.0,0,8.049446600546213,36,1,0,278.018029117641
195817,36330866,6000.0,6000.0, 36 months,13.66,204.08,C,1 year,RENT,40000.0,Not Verified,2014-12-01,Fully Paid,credit_card,19.98,0.0,2002-08-01,8.0,1.0,5034.0,83.9,6517.9,2015-08-01,0.0,0.0,162022.0,91.3,6000.0,1.0,100.0,38.0,C3,0.0,62.0,0,7.983736832378488,36,1,0,148.01125279779873
57797,6826770,20000.0,20000.0, 36 months,15.22,695.47,C,7 years,RENT,46255.0,Verified,2013-08-01,Fully Paid,credit_card,34.71,0.0,1998-02-01,16.0,0.0,19084.0,57.5,24303.41,2015-07-01,0.0,0.0,41035.0,87.7,20000.0,1.0,100.0,24.0,C3,0.0,0.0,0,22.965563974619602,36,1,0,185.95864391465943
122637,3357477,28100.0,28100.0, 60 months,17.27,702.45,C,10+ years,MORTGAGE,80000.0,Verified,2013-02-01,Charged Off,debt_consolidation,28.5,0.0,1995-12-01,23.0,0.0,27678.0,76.5,13346.55,2014-09-01,18.6,0.0,329740.0,88.0,28000.0,2.0,100.0,55.0,C5,0.0,0.0,1,18.957268116388427,60,3,1,206.06583297398305
