,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,out_prncp,tot_cur_bal,bc_util,funded_amnt_inv,inq_last_6mths,pct_tl_nvr_dlq,total_acc,sub_grade,acc_now_delinq,tot_coll_amt,default,loan_length,term_num,label,cr_hist
380254,12918277,28000.0,28000.0, 36 months,15.61,979.02,C,9 years,MORTGAGE,180000.0,Source Verified,2014-03-01,Charged Off,debt_consolidation,34.27,0.0,1990-08-01,16.0,0.0,45293.0,87.9,16039.16,2015-05-01,2332.88,0.0,249263.0,89.3,28000.0,0.0,100.0,38.0,C5,0.0,0.0,1,13.996180619725251,36,1,282.9791166143042
117291,3634990,35000.0,35000.0, 36 months,20.49,1309.49,E,10+ years,MORTGAGE,125000.0,Source Verified,2013-03-01,Charged Off,small_business,16.29,0.0,1996-01-01,6.0,0.0,32383.0,93.1,18890.31,2014-06-01,4021.14,0.0,142033.0,92.5,35000.0,0.0,96.0,25.0,E1,0.0,0.0,1,15.014682026324977,36,1,205.96726832173144
85354,5754710,24000.0,24000.0, 60 months,23.83,688.07,F,4 years,OWN,117000.0,Verified,2013-06-01,Charged Off,major_purchase,14.72,0.0,2001-10-01,9.0,0.0,6544.0,23.3,5438.52,2013-09-01,3378.81,0.0,77351.0,28.0,24000.0,3.0,87.0,16.0,F5,0.0,0.0,1,3.0226493357153124,60,1,139.99466108133637
388426,12605471,12075.0,12075.0, 36 months,21.18,456.05,E,9 years,RENT,35659.2,Verified,2014-03-01,Charged Off,small_business,14.37,0.0,2005-02-01,6.0,0.0,13120.0,47.0,3842.55,2014-08-01,1562.3,0.0,13120.0,47.0,12075.0,0.0,100.0,14.0,E3,0.0,0.0,1,5.0267972648309,36,1,108.91394073800284
16571,9010601,4500.0,4500.0, 36 months,21.7,171.16,E,7 years,RENT,50000.0,Not Verified,2013-11-01,Charged Off,moving,16.44,0.0,2000-07-01,5.0,0.0,11523.0,91.5,1916.26,2014-07-01,547.1,0.0,22288.0,91.5,4500.0,1.0,92.3,13.0,E2,0.0,0.0,1,7.950881948294626,36,1,160.03614037249224
404421,11644654,10000.0,10000.0, 60 months,16.99,248.48,D,2 years,RENT,65000.0,Source Verified,2014-02-01,Charged Off,debt_consolidation,28.99,0.0,1994-11-01,16.0,0.0,22796.0,51.9,4768.88,2015-03-01,1538.64,0.0,152777.0,95.9,10000.0,0.0,97.9,47.0,D1,0.0,0.0,1,12.911969444957801,60,1,231.03554487771822
222623,33420513,10500.0,10500.0, 60 months,14.49,247.0,C,5 years,RENT,48000.0,Verified,2014-11-01,Charged Off,debt_consolidation,20.85,0.0,1999-04-01,18.0,1.0,7490.0,59.4,3449.55,2016-01-01,0.0,0.0,55229.0,72.5,10500.0,1.0,100.0,43.0,C4,0.0,474.0,1,13.996180619725251,60,1,187.0428550894269
123530,3293266,10375.0,10375.0, 36 months,17.77,373.89,D,3 years,RENT,32000.0,Verified,2013-02-01,Charged Off,credit_card,32.66,0.0,2003-11-01,22.0,0.0,17174.0,50.4,9363.1,2015-03-01,0.0,0.0,21380.0,83.8,10375.0,2.0,100.0,31.0,D1,0.0,0.0,1,24.904002135567467,36,1,111.04950820345387
421990,10170400,11500.0,11500.0, 36 months,14.98,398.54,C,,RENT,32000.0,Verified,2014-01-01,Charged Off,debt_consolidation,22.58,0.0,2003-07-01,16.0,0.0,15140.0,58.2,4523.02,2014-09-01,1335.0,0.0,16669.0,80.6,11500.0,1.0,100.0,27.0,C3,0.0,0.0,1,7.983736832378488,36,1,126.06419022977884
21979,8805256,6075.0,6075.0, 36 months,16.2,214.18,C,9 years,OWN,22000.0,Not Verified,2013-11-01,Charged Off,credit_card,8.57,0.0,1993-12-01,7.0,0.0,6992.0,61.3,4471.52,2015-05-01,616.52,0.0,6992.0,87.4,6075.0,0.0,100.0,9.0,C4,0.0,0.0,1,17.938766709788702,36,1,239.01928171009672
11600,9188147,30000.0,30000.0, 36 months,12.99,1010.68,B,10+ years,RENT,75000.0,Source Verified,2013-12-01,Charged Off,credit_card,20.84,0.0,1995-05-01,7.0,0.0,39900.0,76.0,10582.31,2014-07-01,3510.35,0.0,52264.0,81.0,29975.0,2.0,100.0,17.0,B4,0.0,0.0,1,6.965235425778763,36,1,223.05180804533973
231023,32098239,10000.0,10000.0, 36 months,13.35,338.63,C,2 years,RENT,25000.0,Not Verified,2014-10-01,Charged Off,debt_consolidation,26.88,1.0,2008-03-01,5.0,0.0,5111.0,83.8,4785.06,2015-09-01,1067.55,0.0,17393.0,88.8,10000.0,0.0,83.3,6.0,C2,0.0,0.0,1,11.006386168093801,36,1,79.01599622168833
64447,6530521,16500.0,16500.0, 36 months,9.71,530.17,B,< 1 year,RENT,72800.0,Not Verified,2013-08-01,Charged Off,debt_consolidation,9.49,0.0,1997-09-01,8.0,0.0,26087.0,73.7,15369.71,2016-01-01,0.0,0.0,26087.0,73.7,16500.0,0.0,100.0,31.0,B1,0.0,0.0,1,29.010862646050228,36,1,190.98544117949035
263003,27511588,12000.0,12000.0, 60 months,13.35,275.2,C,10+ years,MORTGAGE,65000.0,Not Verified,2014-09-01,Charged Off,debt_consolidation,11.95,0.0,2002-06-01,9.0,0.0,9387.0,53.9,1100.8,2015-01-01,0.0,0.0,159460.0,80.3,12000.0,0.0,92.6,27.0,C2,0.0,122.0,1,4.008295858231175,60,1,147.02560627528285
416770,10574793,25450.0,25450.0, 60 months,20.5,681.37,E,3 years,RENT,73000.0,Verified,2014-01-01,Charged Off,debt_consolidation,15.52,0.0,1988-02-01,10.0,0.0,24092.0,78.7,6132.33,2014-10-01,0.0,0.0,127296.0,38.4,25450.0,0.0,100.0,19.0,E1,0.0,0.0,1,8.969383354894351,60,1,311.0043327378386
374223,13068168,27300.0,27300.0, 60 months,18.25,696.96,D,6 years,MORTGAGE,65000.0,Verified,2014-04-01,Charged Off,debt_consolidation,16.95,0.0,1992-12-01,28.0,0.0,48419.0,58.4,15757.42,2015-04-01,3521.9,0.0,181882.0,61.2,27300.0,0.0,96.2,52.0,D3,0.0,0.0,1,11.992032690609664,60,1,255.97240189736956
145588,1692862,10350.0,10350.0, 36 months,8.9,328.65,A,1 year,RENT,30000.0,Not Verified,2012-11-01,Charged Off,debt_consolidation,17.16,0.0,2001-12-01,5.0,0.0,8239.0,58.4,6963.59,2014-06-01,726.14,0.0,19921.0,75.0,10350.0,0.0,100.0,19.0,A5,0.0,0.0,1,18.957268116388427,36,1,131.02527772644203
301570,21421005,16000.0,16000.0, 60 months,17.57,402.57,D,7 years,MORTGAGE,40000.0,Verified,2014-07-01,Charged Off,debt_consolidation,26.58,0.0,2001-04-01,7.0,0.0,11008.0,85.3,4189.53,2014-12-01,2176.68,0.0,86780.0,91.0,16000.0,3.0,100.0,15.0,D4,0.0,0.0,1,5.0267972648309,60,1,158.98478408180867
332924,17924845,5575.0,5575.0, 36 months,12.49,186.48,B,3 years,OWN,55000.0,Not Verified,2014-06-01,Charged Off,other,11.13,0.0,1992-01-01,6.0,0.0,2449.0,20.4,3917.02,2016-03-01,0.0,0.0,132378.0,30.6,5575.0,0.0,100.0,37.0,B5,0.0,0.0,1,20.994270929587877,36,1,268.98293599457895
157739,1505376,10000.0,10000.0, 36 months,15.8,350.59,C,9 years,OWN,41400.0,Not Verified,2012-09-01,Charged Off,debt_consolidation,24.49,0.0,2001-09-01,11.0,0.0,5962.0,44.5,6218.69,2013-10-01,1667.78,0.0,25814.0,73.7,10000.0,2.0,97.0,39.0,C3,0.0,0.0,1,12.977679213125526,36,1,132.01092424895788
205309,34884961,35000.0,35000.0, 60 months,12.39,785.48,C,10+ years,RENT,140000.0,Source Verified,2014-11-01,Charged Off,debt_consolidation,9.8,2.0,1994-07-01,18.0,0.0,21307.0,44.5,11810.45,2015-08-01,4801.36,0.0,55763.0,62.5,35000.0,0.0,87.5,41.0,C1,0.0,0.0,1,8.969383354894351,60,1,244.0460789749276
54316,6919367,20125.0,20125.0, 36 months,10.64,655.45,B,7 years,MORTGAGE,45633.25,Verified,2013-09-01,Charged Off,debt_consolidation,15.67,0.0,1999-06-01,8.0,0.0,22680.0,55.5,17037.5,2015-11-01,0.0,0.0,22680.0,84.8,20125.0,0.0,100.0,30.0,B2,0.0,0.0,1,25.988213310334913,36,1,171.04252654058604
121565,3354176,12250.0,12250.0, 36 months,18.75,447.49,D,3 years,RENT,35000.0,Verified,2013-02-01,Charged Off,credit_card,31.65,0.0,2009-01-01,7.0,0.0,13304.0,95.0,14796.31,2015-12-01,0.0,0.0,29516.0,88.6,12250.0,1.0,100.0,9.0,D3,0.0,0.0,1,33.93909525862954,36,1,49.01948705312224
51419,7098050,18000.0,18000.0, 60 months,18.25,459.54,D,1 year,RENT,65000.0,Verified,2013-09-01,Charged Off,debt_consolidation,30.78,0.0,2005-03-01,13.0,0.0,14574.0,54.2,3852.31,2013-12-01,2475.61,0.0,52419.0,65.1,18000.0,1.0,100.0,34.0,D2,0.0,0.0,1,2.9897944516314503,60,1,102.04726996447566
309696,20709347,21000.0,21000.0, 60 months,18.24,536.01,D,10+ years,MORTGAGE,88000.0,Source Verified,2014-07-01,Charged Off,debt_consolidation,17.29,1.0,1994-02-01,17.0,0.0,11490.0,31.1,8762.01,2015-05-01,3401.91,0.0,43559.0,36.6,21000.0,1.0,83.7,49.0,D5,0.0,0.0,1,9.987884761494076,60,1,244.9331608451919
152705,1564561,7000.0,7000.0, 36 months,18.49,254.8,D,4 years,RENT,55000.0,Not Verified,2012-10-01,Charged Off,debt_consolidation,15.67,0.0,2003-10-01,8.0,0.0,6333.0,56.0,4924.04,2014-04-01,592.44,0.0,21022.0,100.1,7000.0,0.0,83.0,14.0,D2,0.0,0.0,1,17.971621593872563,36,1,108.02685886773855
144823,1597251,5500.0,5500.0, 36 months,12.12,183.0,B,,RENT,20124.0,Not Verified,2012-11-01,Charged Off,debt_consolidation,19.32,0.0,1988-09-01,10.0,0.0,7476.0,60.8,3224.8,2014-02-01,482.05,0.0,8298.0,93.6,5500.0,2.0,100.0,30.0,B3,0.0,0.0,1,15.014682026324977,36,1,290.01006180825067
379052,13115978,2025.0,2025.0, 36 months,14.16,69.37,C,6 years,RENT,43000.0,Not Verified,2014-03-01,Charged Off,debt_consolidation,24.14,0.0,2006-08-01,5.0,0.0,484.0,96.8,1249.58,2015-10-01,0.0,0.0,28193.0,96.8,2025.0,0.0,100.0,14.0,C2,0.0,81.0,1,19.022977884556152,36,1,90.97517402821413
204678,34453042,10500.0,10500.0, 60 months,25.57,311.71,F,7 years,RENT,44344.0,Source Verified,2014-11-01,Charged Off,debt_consolidation,10.58,0.0,2007-12-01,8.0,0.0,4122.0,48.5,2478.76,2015-07-01,0.0,0.0,11723.0,77.0,10500.0,2.0,100.0,10.0,F5,0.0,0.0,1,7.950881948294626,60,1,83.0242920799195
133079,2906376,23500.0,23500.0, 60 months,17.27,587.46,C,< 1 year,MORTGAGE,65000.0,Verified,2013-01-01,Charged Off,debt_consolidation,17.08,0.0,1998-01-01,12.0,1.0,13233.0,88.8,8271.400000000001,2013-10-01,2990.2,0.0,152342.0,89.6,23450.0,0.0,100.0,32.0,C5,0.0,0.0,1,8.969383354894351,60,1,180.0119098954804
92234,5404787,30225.0,30225.0, 36 months,17.77,1089.23,D,2 years,MORTGAGE,68250.0,Verified,2013-06-01,Charged Off,home_improvement,6.15,0.0,2003-10-01,6.0,0.0,9019.0,98.0,18137.95,2014-08-01,2888.89,0.0,149845.0,98.0,30225.0,0.0,100.0,12.0,D1,0.0,0.0,1,13.996180619725251,36,1,116.01059570011705
26529,7936603,10500.0,10500.0, 36 months,13.67,357.19,B,7 years,MORTGAGE,58900.0,Not Verified,2013-11-01,Charged Off,debt_consolidation,17.64,0.0,2000-11-01,13.0,0.0,12377.0,72.0,8264.84,2015-08-01,763.85,0.0,36477.0,81.6,10500.0,1.0,89.0,19.0,B5,0.0,0.0,1,20.961416045504013,36,1,155.9949896301772
136022,2368919,18000.0,18000.0, 36 months,14.33,618.09,C,6 years,MORTGAGE,70000.0,Not Verified,2012-12-01,Charged Off,debt_consolidation,16.75,0.0,2005-11-01,21.0,0.0,20618.0,51.4,22450.95,2015-11-01,1387.09,0.0,203746.0,87.4,18000.0,2.0,100.0,36.0,C1,0.0,0.0,1,34.99045154931313,36,1,84.99558512495123
9634,9524598,7750.0,7750.0, 36 months,16.24,273.39,C,2 years,RENT,36000.0,Not Verified,2013-12-01,Charged Off,debt_consolidation,20.43,0.0,2008-08-01,8.0,0.0,7066.0,57.9,4662.45,2015-05-01,0.0,0.0,21488.0,99.7,7750.0,0.0,100.0,12.0,C5,0.0,0.0,1,16.95312018727284,36,1,64.00131419536335
98746,4465863,20000.0,20000.0, 36 months,18.75,730.6,D,2 years,RENT,56000.0,Verified,2013-05-01,Charged Off,debt_consolidation,30.34,0.0,1994-03-01,9.0,0.0,21314.0,80.7,2191.8,2013-08-01,0.0,0.0,46494.0,96.0,20000.0,3.0,100.0,25.0,D3,0.0,0.0,1,3.0226493357153124,36,1,230.0170434711185
160293,1474845,5725.0,5725.0, 36 months,12.12,190.49,B,4 years,RENT,37000.0,Not Verified,2012-08-01,Charged Off,other,19.56,0.0,1999-03-01,9.0,0.0,6024.0,47.1,1433.789999999996,2013-07-01,288.68,0.0,34253.0,70.9,5725.0,1.0,100.0,23.0,B3,0.0,0.0,1,10.973531284009939,36,1,161.05464177909198
410673,11084585,9125.0,9125.0, 36 months,13.53,309.8,B,10+ years,RENT,29000.0,Source Verified,2014-01-01,Charged Off,debt_consolidation,12.5,0.0,2004-02-01,10.0,0.0,12833.0,47.7,6628.89,2015-09-01,742.69,0.0,45992.0,68.6,9125.0,0.0,84.6,39.0,B5,0.0,0.0,1,19.975769522988152,36,1,119.00039015174849
40109,7637346,20675.0,20675.0, 36 months,19.52,763.31,D,10+ years,RENT,47000.0,Verified,2013-10-01,Charged Off,debt_consolidation,25.58,0.0,1998-02-01,15.0,0.0,29804.0,81.0,8395.93,2014-09-01,0.0,0.0,33120.0,78.1,20675.0,1.0,100.0,32.0,D4,0.0,0.0,1,11.006386168093801,36,1,187.96279184377502
283931,23845673,13925.0,13925.0, 36 months,23.43,542.16,F,7 years,RENT,45000.0,Source Verified,2014-08-01,Charged Off,debt_consolidation,20.45,0.0,2001-10-01,8.0,0.0,8938.0,44.0,2555.61,2014-09-01,2013.45,0.0,34274.0,51.4,13925.0,3.0,89.5,19.0,F1,0.0,0.0,1,1.0185014065997249,36,1,153.9908417010616
159205,1454830,8725.0,8725.0, 36 months,13.11,294.45,B,10+ years,RENT,25000.0,Not Verified,2012-09-01,Charged Off,debt_consolidation,20.18,0.0,2006-10-01,12.0,0.0,10293.0,28.8,2349.2,2013-05-01,0.0,0.0,15534.0,37.2,8725.0,1.0,100.0,24.0,B4,0.0,0.0,1,7.950881948294626,36,1,71.03225938930984
332824,17403381,6000.0,6000.0, 36 months,10.15,194.03,B,10+ years,RENT,40000.0,Not Verified,2014-06-01,Charged Off,debt_consolidation,29.16,0.0,1991-12-01,11.0,1.0,1412.0,20.0,1746.27,2015-03-01,0.0,0.0,18718.0,25.0,6000.0,0.0,100.0,15.0,B2,0.0,0.0,1,8.969383354894351,36,1,270.0014374011787
51768,7067495,12000.0,12000.0, 60 months,16.78,296.82,C,,RENT,36000.0,Verified,2013-09-01,Charged Off,credit_card,31.8,0.0,2002-10-01,11.0,1.0,6811.0,66.1,4743.569999999999,2015-01-01,0.0,0.0,24908.0,67.4,12000.0,0.0,93.0,16.0,C5,0.0,859.0,1,16.000328548840837,60,1,131.02527772644203
31091,7668324,35000.0,35000.0, 60 months,22.4,974.64,E,10+ years,RENT,125000.0,Verified,2013-10-01,Charged Off,debt_consolidation,13.32,0.0,1995-05-01,7.0,0.0,27165.0,89.1,22758.16,2015-04-01,5220.52,0.0,81386.0,78.5,35000.0,1.0,88.2,34.0,E3,0.0,0.0,1,17.971621593872563,60,1,221.04766011622416
130277,3105254,8975.0,8975.0, 36 months,17.77,323.44,D,2 years,RENT,50000.0,Verified,2013-01-01,Charged Off,debt_consolidation,24.5,0.0,2000-04-01,8.0,0.0,5568.0,67.1,9562.93,2015-06-01,167.0,0.0,26570.0,98.2,8950.0,2.0,81.0,22.0,D1,0.0,0.0,1,28.945152877882503,36,1,153.03805006262962
341701,16992584,27000.0,27000.0, 60 months,16.99,670.88,D,10+ years,RENT,105000.0,Verified,2014-05-01,Charged Off,debt_consolidation,9.02,0.0,1999-12-01,10.0,3.0,10979.0,52.0,12266.19,2015-06-01,4215.63,0.0,25240.0,62.7,27000.0,0.0,93.3,15.0,D3,0.0,87.0,1,13.010534097209389,60,1,172.9809647015339
68191,6320013,13000.0,13000.0, 36 months,18.25,471.62,D,,RENT,60200.0,Verified,2013-08-01,Charged Off,small_business,15.81,0.0,1995-04-01,7.0,0.0,14849.0,69.7,6124.64,2014-09-01,0.0,0.0,31209.0,94.6,13000.0,2.0,95.0,24.0,D2,0.0,0.0,1,13.010534097209389,36,1,220.02915870962443
328093,18955472,35000.0,35000.0, 36 months,13.98,1195.88,C,3 years,MORTGAGE,150000.0,Verified,2014-06-01,Charged Off,debt_consolidation,20.06,0.0,2000-08-01,10.0,0.0,49164.0,67.6,18847.73,2015-06-01,4497.17,0.0,391560.0,68.9,35000.0,0.0,100.0,21.0,C3,0.0,97.0,1,11.992032690609664,36,1,165.9828743916713
98516,4808016,16000.0,16000.0, 60 months,15.31,383.25,C,9 years,MORTGAGE,93000.0,Verified,2013-05-01,Charged Off,debt_consolidation,7.37,0.0,1999-06-01,10.0,0.0,12660.0,37.0,4394.38,2013-11-01,2094.88,0.0,438307.0,44.2,16000.0,2.0,95.0,25.0,C2,0.0,0.0,1,6.045298671430625,60,1,167.001375798271
76632,5976709,15000.0,15000.0, 60 months,12.35,336.33,B,10+ years,RENT,100000.0,Verified,2013-07-01,Charged Off,credit_card,11.88,0.0,1994-04-01,7.0,0.0,16497.0,63.0,7466.72,2015-01-01,1414.32,0.0,30814.0,77.7,14950.0,0.0,100.0,22.0,B4,0.0,0.0,1,18.037331362040288,60,1,231.00268999363436
6516,9765754,17000.0,17000.0, 36 months,23.7,664.29,F,5 years,OWN,46000.0,Source Verified,2013-12-01,Charged Off,debt_consolidation,27.42,0.0,2003-08-01,12.0,0.0,15719.0,97.6,12071.5899999999,2015-03-01,2109.84,0.0,36076.0,97.6,17000.0,1.0,100.0,28.0,F1,0.0,0.0,1,14.948972258157252,36,1,124.0271874165794
130102,3144845,22750.0,22750.0, 60 months,22.95,640.68,F,9 years,RENT,50834.37,Verified,2013-01-01,Charged Off,debt_consolidation,32.46,0.0,1996-11-01,9.0,0.0,15909.0,66.8,7688.16,2014-01-01,15.12,0.0,59697.0,80.6,22675.0,1.0,90.0,21.0,F1,0.0,0.0,1,11.992032690609664,60,1,194.00809051520565
124823,3297376,15000.0,15000.0, 36 months,19.05,550.22,D,1 year,OWN,65000.0,Not Verified,2013-02-01,Charged Off,home_improvement,18.83,0.0,1996-03-01,14.0,0.0,24334.0,93.6,1099.059999999999,2013-04-01,0.0,0.0,92653.0,91.7,15000.0,3.0,100.0,32.0,D4,0.0,0.0,1,1.9384381609478634,36,1,203.07603852235158
277532,21521184,12000.0,12000.0, 60 months,24.08,345.78,F,10+ years,RENT,40000.0,Source Verified,2014-08-01,Charged Off,debt_consolidation,29.1,0.0,2000-08-01,11.0,0.0,25850.0,83.1,5878.26,2016-01-01,0.0,0.0,33434.0,86.8,12000.0,1.0,95.7,23.0,F2,0.0,0.0,1,17.018829955440562,60,1,167.98702232078688
26087,6889029,10000.0,10000.0, 36 months,12.99,336.9,B,10+ years,MORTGAGE,40000.0,Verified,2013-11-01,Charged Off,debt_consolidation,28.83,1.0,1998-03-01,9.0,0.0,9198.0,59.0,7044.0899999999,2015-05-01,979.89,0.0,30697.0,64.3,10000.0,1.0,95.0,22.0,B4,0.0,0.0,1,17.938766709788702,36,1,188.0613564960266
54898,6884617,24000.0,24000.0, 60 months,14.33,562.56,C,2 years,MORTGAGE,75000.0,Verified,2013-09-01,Charged Off,debt_consolidation,23.12,0.0,1998-12-01,12.0,0.0,28523.0,83.4,9105.46,2014-08-01,2917.65,0.0,147686.0,82.2,24000.0,0.0,100.0,32.0,C2,0.0,0.0,1,10.973531284009939,60,1,177.02211544384895
6470,9815267,10000.0,10000.0, 36 months,14.98,346.56,C,10+ years,RENT,45000.0,Verified,2013-12-01,Charged Off,debt_consolidation,23.81,1.0,2002-10-01,10.0,0.0,6473.0,38.3,3307.48,2014-06-01,1229.22,0.0,24134.0,88.9,10000.0,2.0,90.0,20.0,C3,0.0,0.0,1,5.979588903262901,36,1,134.01507217807347
41753,7535825,27575.0,27575.0, 60 months,17.1,686.8,C,4 years,RENT,85000.0,Verified,2013-10-01,Charged Off,debt_consolidation,13.75,0.0,1999-06-01,18.0,0.0,24641.0,53.4,13865.07,2015-06-01,0.0,0.0,87503.0,84.2,27575.0,0.0,100.0,32.0,C5,0.0,0.0,1,19.975769522988152,60,1,172.02817306310192
273867,25226099,14500.0,14500.0, 60 months,24.5,421.36,F,10+ years,RENT,48000.0,Source Verified,2014-08-01,Charged Off,debt_consolidation,36.65,0.0,1982-04-01,8.0,0.0,4760.0,75.6,6769.59,2015-05-01,2977.35,0.0,36035.0,97.9,14500.0,0.0,100.0,13.0,F3,0.0,0.0,1,8.969383354894351,60,1,388.0161810304113
131234,2964704,18000.0,18000.0, 36 months,11.14,590.5,B,4 years,MORTGAGE,100000.0,Verified,2013-01-01,Charged Off,credit_card,8.74,0.0,1984-02-01,10.0,1.0,7079.0,71.5,11809.09,2014-09-01,0.0,0.0,306641.0,100.4,18000.0,0.0,88.0,34.0,B2,0.0,0.0,1,19.975769522988152,36,1,347.0132856937514
107079,4235007,11500.0,11500.0, 36 months,15.8,403.18,C,< 1 year,RENT,35000.0,Not Verified,2013-04-01,Charged Off,debt_consolidation,20.5,0.0,2006-09-01,14.0,0.0,11697.0,66.8,4434.98,2014-03-01,13.4,0.0,42632.0,95.2,11450.0,0.0,100.0,20.0,C3,0.0,0.0,1,10.973531284009939,36,1,78.98314133760447
223458,33280261,6075.0,6075.0, 36 months,19.52,224.29,E,10+ years,MORTGAGE,32600.0,Verified,2014-10-01,Charged Off,debt_consolidation,23.82,0.0,1999-04-01,18.0,0.0,4923.0,43.2,2012.02,2015-08-01,0.0,0.0,145132.0,43.4,6075.0,1.0,92.9,28.0,E2,0.0,0.0,1,9.987884761494076,36,1,186.02435368282715
421282,10151042,30000.0,30000.0, 60 months,13.98,697.74,C,10+ years,MORTGAGE,105000.0,Source Verified,2014-01-01,Charged Off,debt_consolidation,12.4,0.0,1991-07-01,20.0,0.0,37712.0,25.5,15222.6,2015-03-01,5455.12,0.0,175987.0,23.6,30000.0,1.0,100.0,54.0,C1,0.0,0.0,1,13.930470851557526,60,1,270.0671471693464
357223,15459830,12000.0,12000.0, 60 months,13.65,277.05,C,6 years,RENT,30000.0,Source Verified,2014-05-01,Charged Off,debt_consolidation,10.16,0.0,1997-05-01,7.0,0.0,9852.0,51.9,4986.9,2015-11-01,0.0,0.0,9852.0,54.5,12000.0,0.0,100.0,15.0,C1,0.0,0.0,1,18.037331362040288,60,1,203.99597527669974
297400,21930975,18000.0,18000.0, 60 months,12.49,404.88,B,7 years,MORTGAGE,125000.0,Not Verified,2014-07-01,Charged Off,debt_consolidation,28.6,0.0,1994-11-01,16.0,0.0,42360.0,39.5,7795.85,2015-09-01,2127.53,0.0,429192.0,17.2,18000.0,2.0,100.0,40.0,B5,0.0,0.0,1,14.029035503809114,60,1,235.96377749029753
391584,12507571,21000.0,21000.0, 36 months,12.49,702.43,B,7 years,MORTGAGE,95000.0,Source Verified,2014-03-01,Charged Off,home_improvement,15.65,0.0,2002-04-01,10.0,0.0,9903.0,51.8,14048.6,2015-11-01,0.0,0.0,145823.0,70.7,21000.0,0.0,100.0,23.0,B4,0.0,0.0,1,20.041479291155877,36,1,142.98445553296781
15206,8961481,20000.0,20000.0, 60 months,20.2,532.11,D,10+ years,MORTGAGE,90000.0,Source Verified,2013-11-01,Charged Off,debt_consolidation,21.49,0.0,1993-11-01,11.0,0.0,11796.0,65.5,4869.02,2014-04-01,2742.82,0.0,138350.0,93.5,20000.0,3.0,97.0,33.0,D5,0.0,0.0,1,4.9610874966631755,60,1,240.00492823261257
25914,8580596,9000.0,9000.0, 36 months,14.3,308.92,C,7 years,OWN,53000.0,Verified,2013-11-01,Charged Off,debt_consolidation,23.48,0.0,2000-12-01,6.0,0.0,11730.0,75.2,3707.04,2014-11-01,0.0,0.0,189518.0,75.2,9000.0,1.0,100.0,21.0,C1,0.0,1581.0,1,11.992032690609664,36,1,155.00934310766135
115518,3634097,10000.0,10000.0, 36 months,12.12,332.72,B,10+ years,RENT,60000.0,Not Verified,2013-03-01,Charged Off,debt_consolidation,26.42,0.0,2003-02-01,9.0,0.0,11359.0,61.1,8087.31,2015-07-01,0.0,0.0,38862.0,77.3,9975.0,0.0,100.0,25.0,B3,0.0,1771.0,1,27.992361239450503,36,1,120.93882831269636
399286,11718581,24000.0,24000.0, 60 months,12.99,545.96,B,,MORTGAGE,75000.0,Verified,2014-02-01,Charged Off,debt_consolidation,16.86,0.0,1995-05-01,11.0,0.0,5458.0,32.9,9077.92,2015-03-01,2526.4,0.0,255961.0,41.3,23975.0,0.0,88.4,43.0,B5,0.0,0.0,1,12.911969444957801,60,1,225.08881085853918
156211,1524136,23850.0,23850.0, 36 months,19.72,882.96,D,10+ years,MORTGAGE,60370.08,Verified,2012-09-01,Charged Off,home_improvement,22.22,0.0,1999-02-01,10.0,0.0,15230.0,56.8,21018.960000000003,2014-07-01,1604.21,0.0,159001.0,98.2,23850.0,1.0,95.0,24.0,D5,0.0,0.0,1,21.947062568019877,36,1,162.99307994003985
212282,34702715,30000.0,30000.0, 60 months,19.24,782.19,E,10+ years,RENT,95000.0,Verified,2014-11-01,Charged Off,credit_card,5.53,0.0,2003-01-01,5.0,0.0,20432.0,85.8,4661.07,2015-05-01,0.0,0.0,20432.0,91.9,30000.0,1.0,100.0,13.0,E2,0.0,0.0,1,5.946734019179039,60,1,141.99880901045196
382444,13016454,28500.0,28500.0, 60 months,15.31,682.66,C,10+ years,MORTGAGE,67000.0,Source Verified,2014-03-01,Charged Off,debt_consolidation,5.89,0.0,2002-05-01,5.0,0.0,4760.0,28.3,15018.52,2016-01-01,0.0,0.0,12127.0,28.3,28500.0,1.0,100.0,18.0,C4,0.0,0.0,1,22.045627220271463,60,1,141.99880901045196
144279,1826721,15250.0,15250.0, 36 months,10.16,493.23,B,1 year,RENT,50000.0,Not Verified,2012-11-01,Charged Off,debt_consolidation,22.3,0.0,1999-06-01,17.0,0.0,5860.0,24.7,7833.02,2013-12-01,1432.86,0.0,20773.0,46.0,15250.0,2.0,97.0,38.0,B1,0.0,0.0,1,12.977679213125526,36,1,161.05464177909198
375148,13326892,24000.0,24000.0, 60 months,18.25,612.72,D,9 years,RENT,69972.0,Source Verified,2014-04-01,Charged Off,debt_consolidation,10.19,0.0,2001-09-01,11.0,0.0,14378.0,78.1,10015.36,2015-02-01,3888.16,0.0,14378.0,89.1,24000.0,0.0,100.0,17.0,D3,0.0,0.0,1,10.0535945296618,60,1,150.9681923653463
87720,5619052,13225.0,13225.0, 36 months,19.05,485.12,D,6 years,RENT,61500.0,Verified,2013-06-01,Charged Off,debt_consolidation,17.46,0.0,1993-10-01,21.0,0.0,11953.0,36.3,4110.91,2013-12-01,1686.96,0.0,19670.0,33.6,13225.0,6.0,81.0,32.0,D4,0.0,0.0,1,6.012443787346763,36,1,235.9966323743814
