,0
22986,0
22987,0
22988,1
22989,0
22990,0
22991,2
22992,2
22993,1
22994,0
22995,0
22996,1
22997,0
22998,3
22999,3
23000,1
23001,1
23002,2
23003,1
23004,0
23005,0
23006,0
23007,2
23008,0
23009,2
23010,1
23011,1
23012,1
23013,2
23014,0
23015,1
23016,2
23017,1
23018,1
23019,2
23020,2
23021,0
23022,1
23023,2
23024,1
23025,1
23026,1
23027,0
23028,1
23029,0
23030,1
23031,2
23032,1
23033,1
23034,2
23035,1
23036,2
23037,0
23038,0
23039,0
23040,2
23041,0
23042,3
23043,1
23044,1
23045,2
23046,1
23047,0
23048,0
23049,1
23050,2
23051,0
23052,1
23053,3
23054,0
23055,1
23056,2
23057,0
23058,1
23059,0
23060,0
23061,0
23062,0
23063,0
23064,2
23065,1
23066,2
23067,0
23068,2
23069,0
23070,1
23071,1
23072,1
23073,1
23074,0
23075,2
23076,3
23077,3
23078,2
23079,2
23080,1
23081,0
23082,2
23083,2
23084,0
23085,1
23086,1
23087,0
23088,3
23089,2
23090,0
23091,0
23092,2
23093,1
23094,3
23095,2
23096,3
23097,2
23098,0
23099,2
23100,2
23101,2
23102,2
23103,0
23104,1
23105,0
23106,0
23107,0
23108,1
23109,0
23110,1
23111,3
23112,0
23113,3
23114,0
23115,1
23116,1
23117,1
23118,2
23119,0
23120,1
23121,0
23122,1
23123,1
23124,0
23125,2
23126,2
23127,1
23128,0
23129,0
23130,2
23131,1
23132,1
23133,1
23134,3
23135,0
23136,1
23137,3
23138,0
23139,0
23140,2
23141,1
23142,0
23143,1
23144,0
23145,2
23146,1
23147,2
23148,0
23149,1
23150,3
23151,2
23152,0
23153,1
23154,0
23155,1
23156,1
23157,1
23158,2
23159,1
23160,0
23161,1
23162,0
23163,3
23164,1
23165,0
23166,1
23167,0
23168,0
23169,1
23170,2
23171,0
23172,2
23173,2
23174,0
23175,2
23176,1
23177,1
23178,2
23179,0
23180,1
23181,1
23182,1
23183,2
23184,1
23185,0
23186,3
23187,1
23188,2
23189,1
23190,0
23191,0
23192,3
23193,2
23194,0
23195,1
23196,0
23197,0
23198,1
23199,2
23200,0
23201,1
23202,2
23203,0
23204,0
23205,0
23206,1
23207,0
23208,2
23209,0
23210,0
23211,0
23212,1
23213,3
23214,2
23215,1
23216,1
23217,0
23218,1
23219,1
23220,2
23221,0
23222,0
23223,0
23224,2
23225,0
23226,1
23227,3
23228,0
23229,3
23230,0
23231,0
23232,2
23233,1
23234,0
23235,0
23236,1
23237,1
23238,0
23239,0
23240,0
23241,0
23242,0
23243,1
23244,2
23245,3
23246,2
23247,2
23248,1
23249,3
23250,2
23251,0
23252,0
23253,1
23254,2
23255,2
23256,1
23257,3
23258,2
23259,3
23260,2
23261,3
23262,3
23263,2
23264,1
23265,1
23266,2
23267,3
23268,2
23269,1
23270,2
23271,2
23272,1
23273,1
23274,0
23275,3
23276,1
23277,0
23278,0
23279,2
23280,0
23281,0
23282,0
23283,1
23284,0
23285,0
23286,0
23287,0
23288,1
23289,0
23290,2
23291,1
23292,1
23293,3
23294,0
23295,2
23296,1
23297,1
23298,0
23299,0
23300,0
23301,0
23302,3
23303,1
23304,2
23305,0
23306,0
23307,0
23308,3
23309,1
23310,1
23311,1
23312,2
23313,2
23314,2
23315,0
23316,0
23317,2
23318,1
23319,2
23320,2
23321,2
23322,0
23323,0
23324,1
23325,3
23326,2
23327,1
23328,3
23329,1
23330,1
23331,1
23332,3
23333,0
23334,0
23335,1
23336,1
23337,1
23338,1
23339,2
23340,2
23341,0
23342,1
23343,3
23344,1
23345,0
23346,0
23347,0
23348,1
23349,2
23350,0
23351,0
23352,2
23353,3
23354,2
23355,0
23356,3
23357,1
23358,2
23359,1
23360,1
23361,3
23362,1
23363,0
23364,0
23365,0
23366,2
23367,1
23368,0
23369,1
23370,3
23371,1
23372,2
23373,2
23374,1
23375,2
23376,3
23377,1
23378,1
23379,1
23380,0
23381,0
23382,0
23383,1
23384,2
23385,0
23386,0
23387,3
23388,0
23389,0
23390,0
23391,2
23392,3
23393,2
23394,2
23395,2
23396,2
23397,0
23398,3
23399,3
23400,0
23401,1
23402,2
23403,3
23404,3
23405,0
23406,1
23407,0
23408,0
23409,1
23410,1
23411,0
23412,3
23413,1
23414,1
23415,0
23416,0
23417,0
23418,3
23419,1
23420,0
23421,2
23422,1
23423,1
23424,0
23425,0
23426,0
23427,1
23428,2
23429,3
23430,2
23431,2
23432,3
23433,1
23434,3
23435,0
23436,0
23437,1
23438,0
23439,0
23440,1
23441,0
23442,3
23443,0
23444,1
23445,1
23446,0
23447,2
23448,0
23449,0
23450,1
23451,2
23452,2
23453,0
23454,1
23455,1
23456,1
23457,1
23458,2
23459,0
23460,3
23461,1
23462,3
23463,0
23464,2
23465,1
23466,1
23467,1
23468,0
23469,3
23470,0
23471,2
23472,1
23473,1
23474,0
23475,1
23476,0
23477,0
23478,0
23479,1
23480,1
23481,1
23482,1
23483,1
23484,0
23485,0
23486,0
23487,2
23488,3
23489,0
23490,1
23491,0
23492,0
23493,1
23494,2
23495,0
23496,0
23497,0
23498,2
23499,2
23500,0
23501,1
23502,2
23503,1
23504,1
23505,0
23506,0
23507,0
23508,0
23509,2
23510,0
23511,0
23512,1
23513,1
23514,0
23515,2
23516,1
23517,1
23518,1
23519,1
23520,2
23521,1
23522,1
23523,0
23524,2
23525,2
23526,3
23527,1
23528,1
23529,1
23530,1
23531,0
23532,2
23533,0
23534,0
23535,0
23536,0
23537,1
23538,1
23539,1
23540,1
23541,1
23542,2
23543,2
23544,0
23545,3
23546,1
23547,0
23548,1
23549,1
23550,1
23551,0
23552,2
23553,0
23554,1
23555,2
23556,1
23557,3
23558,3
23559,1
23560,1
23561,1
23562,2
23563,0
23564,0
23565,0
23566,1
23567,2
23568,0
23569,3
23570,1
23571,2
23572,3
23573,0
23574,1
23575,1
23576,1
23577,0
23578,0
23579,1
23580,2
23581,0
23582,1
23583,0
23584,0
23585,3
23586,3
23587,3
23588,3
23589,3
23590,0
23591,1
23592,2
23593,1
23594,1
23595,1
23596,0
23597,0
23598,1
23599,0
23600,0
23601,0
23602,1
23603,2
23604,2
23605,0
23606,1
23607,0
23608,3
23609,0
23610,0
23611,0
23612,1
23613,3
23614,0
23615,2
23616,1
23617,3
23618,0
23619,1
23620,1
23621,2
23622,0
23623,1
23624,0
23625,1
23626,0
23627,3
23628,2
23629,0
23630,0
23631,0
23632,1
23633,2
23634,2
23635,0
23636,2
23637,1
23638,2
23639,2
23640,2
23641,0
23642,1
23643,1
23644,0
23645,2
23646,0
23647,0
23648,1
23649,1
23650,0
23651,2
23652,1
23653,1
23654,1
23655,0
23656,0
23657,0
23658,1
23659,2
23660,2
23661,1
23662,1
23663,1
23664,3
23665,3
23666,2
23667,0
23668,1
23669,1
23670,3
23671,0
23672,1
23673,3
23674,2
23675,0
23676,0
23677,2
23678,0
23679,2
23680,1
23681,1
23682,0
23683,3
23684,0
23685,0
23686,2
23687,2
23688,2
23689,0
23690,2
23691,2
23692,1
23693,0
23694,0
23695,3
23696,2
23697,1
23698,1
23699,1
23700,0
23701,1
23702,0
23703,0
23704,1
23705,0
23706,1
23707,0
23708,0
23709,1
23710,0
23711,1
23712,3
23713,2
23714,0
23715,1
23716,1
23717,3
23718,0
23719,2
23720,1
23721,1
23722,1
23723,0
23724,1
23725,1
23726,2
23727,0
23728,1
23729,2
23730,0
23731,2
23732,0
23733,0
23734,2
23735,2
23736,0
23737,3
23738,1
23739,1
23740,0
23741,0
23742,0
23743,0
23744,0
23745,0
23746,2
23747,3
23748,0
23749,3
23750,2
23751,1
23752,3
23753,1
23754,1
23755,2
23756,3
23757,1
23758,0
23759,2
23760,0
23761,1
23762,2
23763,0
23764,0
23765,2
23766,3
23767,3
23768,1
23769,0
23770,3
23771,2
23772,3
23773,1
23774,2
23775,0
23776,1
23777,0
23778,1
23779,1
23780,2
23781,1
23782,1
23783,0
23784,0
23785,1
23786,3
23787,1
23788,1
23789,0
23790,2
23791,2
23792,1
23793,0
23794,2
23795,1
23796,1
23797,0
23798,0
23799,3
23800,3
23801,2
23802,1
23803,1
23804,0
23805,0
23806,0
23807,1
23808,2
23809,2
23810,0
23811,1
23812,0
23813,0
23814,1
23815,0
23816,0
23817,1
23818,1
23819,0
23820,3
23821,1
23822,0
23823,1
23824,3
23825,1
23826,1
23827,2
23828,0
23829,3
23830,3
23831,2
23832,0
23833,0
23834,0
23835,2
23836,3
23837,0
23838,2
23839,2
23840,0
23841,0
23842,2
23843,2
23844,2
23845,1
23846,2
23847,1
23848,3
23849,1
23850,2
23851,3
23852,2
23853,1
23854,1
23855,3
23856,2
23857,1
23858,3
23859,3
23860,1
23861,0
23862,2
23863,1
23864,2
23865,1
23866,1
23867,1
23868,0
23869,2
23870,0
23871,1
23872,1
23873,1
23874,2
23875,1
23876,0
23877,1
23878,0
23879,3
23880,1
23881,2
23882,1
23883,1
23884,1
23885,1
23886,2
23887,3
23888,0
23889,1
23890,0
23891,0
23892,0
23893,1
23894,0
23895,1
23896,0
23897,2
23898,1
23899,0
23900,0
23901,1
23902,0
23903,1
23904,2
23905,1
23906,1
23907,2
23908,2
23909,2
23910,0
23911,1
23912,1
23913,2
23914,3
23915,0
23916,0
23917,0
23918,0
23919,3
23920,2
23921,0
23922,2
23923,2
23924,0
23925,3
23926,2
23927,2
23928,1
23929,1
23930,2
23931,0
23932,1
23933,0
23934,1
23935,3
23936,1
23937,0
23938,2
23939,1
23940,0
23941,2
23942,1
23943,2
23944,1
23945,0
23946,1
23947,0
23948,0
23949,0
23950,1
23951,2
23952,0
23953,0
23954,0
23955,0
23956,1
23957,0
23958,1
23959,0
23960,0
23961,1
23962,1
23963,1
23964,2
23965,0
23966,3
23967,2
23968,3
23969,1
23970,1
23971,0
23972,1
23973,0
23974,1
23975,1
23976,0
23977,1
23978,1
23979,2
23980,0
23981,2
23982,3
23983,0
23984,0
23985,1
23986,3
23987,1
23988,1
23989,1
23990,0
23991,1
23992,1
23993,0
23994,2
23995,2
23996,1
23997,3
23998,0
23999,1
24000,1
24001,1
24002,0
24003,1
24004,0
24005,0
24006,1
24007,1
24008,0
24009,1
24010,1
24011,3
24012,2
24013,2
24014,3
24015,1
24016,2
24017,0
24018,0
24019,0
24020,2
24021,1
24022,0
24023,0
24024,2
24025,1
24026,1
24027,2
24028,1
24029,0
24030,1
24031,0
24032,1
24033,2
24034,2
24035,0
24036,0
24037,0
24038,3
24039,0
24040,1
24041,3
24042,1
24043,2
24044,1
24045,2
24046,0
24047,1
24048,0
24049,2
24050,0
24051,0
24052,3
24053,0
24054,0
24055,1
24056,0
24057,2
24058,3
24059,2
24060,0
24061,1
24062,3
24063,0
24064,2
24065,1
24066,1
24067,2
24068,2
24069,3
24070,0
24071,0
24072,1
24073,1
24074,0
24075,3
24076,1
24077,2
24078,2
24079,2
24080,0
24081,1
24082,0
24083,2
24084,0
24085,1
24086,1
24087,0
24088,0
24089,1
24090,0
24091,0
24092,0
24093,3
24094,1
24095,0
24096,2
24097,3
24098,0
24099,1
24100,0
24101,1
24102,1
24103,3
24104,2
24105,1
24106,0
24107,3
24108,1
24109,1
24110,1
24111,2
24112,1
24113,2
24114,3
24115,0
24116,1
24117,0
24118,1
24119,0
24120,1
24121,1
24122,1
24123,3
24124,1
24125,3
24126,3
24127,0
24128,0
24129,0
24130,0
24131,1
24132,0
24133,0
24134,0
24135,1
24136,1
24137,0
24138,0
24139,0
24140,0
24141,1
24142,2
24143,1
24144,3
24145,0
24146,2
24147,3
24148,1
24149,0
24150,1
24151,3
24152,1
24153,3
24154,1
24155,3
24156,0
24157,0
24158,0
24159,0
24160,0
24161,0
24162,0
24163,3
24164,0
24165,2
24166,0
24167,1
24168,2
24169,0
24170,1
24171,2
24172,1
24173,1
24174,3
24175,1
24176,1
24177,3
24178,2
24179,0
24180,1
24181,0
24182,1
24183,0
24184,2
24185,1
24186,0
24187,0
24188,1
24189,1
24190,1
24191,2
24192,2
24193,3
24194,0
24195,2
24196,2
24197,1
24198,0
24199,3
24200,2
24201,3
24202,0
24203,0
24204,0
24205,2
24206,0
24207,1
24208,0
24209,1
24210,3
24211,1
24212,1
24213,3
24214,0
24215,0
24216,2
24217,0
24218,2
24219,1
24220,0
24221,1
24222,1
24223,0
24224,0
24225,2
24226,0
24227,3
24228,1
24229,0
24230,0
24231,1
24232,0
24233,1
24234,3
24235,0
24236,1
24237,2
24238,1
24239,3
24240,1
24241,0
24242,0
24243,2
24244,3
24245,0
24246,0
24247,2
24248,0
24249,2
24250,0
24251,2
24252,1
24253,1
24254,1
24255,1
24256,0
24257,0
24258,1
24259,1
24260,0
24261,3
24262,1
24263,0
24264,0
24265,0
24266,0
24267,2
24268,1
24269,2
24270,3
24271,0
24272,2
24273,3
24274,1
24275,0
24276,0
24277,0
24278,0
24279,0
24280,3
24281,2
24282,1
24283,0
24284,0
24285,2
24286,1
24287,2
24288,2
24289,0
24290,1
24291,0
24292,2
24293,0
24294,1
24295,0
24296,0
24297,0
24298,1
24299,0
24300,1
24301,0
24302,0
24303,1
24304,1
24305,0
24306,2
24307,1
24308,3
24309,0
24310,2
24311,0
24312,0
24313,1
24314,1
24315,1
24316,2
24317,1
24318,2
24319,1
24320,1
24321,0
24322,0
24323,0
24324,0
24325,1
24326,3
24327,1
24328,2
24329,1
24330,1
24331,0
24332,0
24333,1
24334,1
24335,0
24336,2
24337,3
24338,1
24339,0
24340,3
24341,1
24342,1
24343,0
24344,0
24345,1
24346,1
24347,2
24348,1
24349,1
24350,1
24351,0
24352,3
24353,2
24354,0
24355,0
24356,2
24357,2
24358,0
24359,3
24360,1
24361,0
24362,0
24363,0
24364,0
24365,1
24366,2
24367,1
24368,0
24369,1
24370,0
24371,0
24372,0
24373,2
24374,3
24375,3
24376,1
24377,1
24378,1
24379,2
24380,0
24381,1
24382,0
24383,2
24384,2
24385,3
24386,3
24387,0
24388,1
24389,1
24390,2
24391,1
24392,1
24393,1
24394,0
24395,2
24396,1
24397,2
24398,2
24399,1
24400,1
24401,0
24402,2
24403,0
24404,0
24405,3
24406,2
24407,1
24408,0
24409,2
24410,1
24411,1
24412,0
24413,3
24414,1
24415,1
24416,0
24417,0
24418,0
24419,2
24420,0
24421,2
24422,1
24423,0
24424,1
24425,1
24426,1
24427,2
24428,1
24429,0
24430,0
24431,0
24432,0
24433,1
24434,2
24435,2
24436,3
24437,0
24438,1
24439,2
24440,2
24441,0
24442,1
24443,0
24444,2
24445,2
24446,1
24447,1
24448,0
24449,0
24450,0
24451,2
24452,1
24453,0
24454,2
24455,3
24456,2
24457,1
24458,0
24459,2
24460,0
24461,1
24462,2
24463,1
24464,1
24465,2
24466,0
24467,2
24468,0
24469,2
24470,3
24471,3
24472,3
24473,1
24474,1
24475,2
24476,1
24477,1
24478,2
24479,1
24480,1
24481,1
24482,0
24483,1
24484,2
24485,1
24486,1
24487,3
24488,1
24489,2
24490,0
24491,0
24492,1
24493,2
24494,1
24495,0
24496,1
24497,1
24498,1
24499,0
24500,1
24501,0
24502,0
24503,1
24504,1
24505,1
24506,3
24507,0
24508,1
24509,0
24510,0
24511,1
24512,1
24513,3
24514,2
24515,3
24516,1
24517,1
24518,1
24519,0
24520,1
24521,0
24522,1
24523,2
24524,1
24525,0
24526,2
24527,3
24528,1
24529,2
24530,1
24531,0
24532,0
24533,0
24534,0
24535,2
24536,0
24537,1
24538,0
24539,1
24540,1
24541,1
24542,2
24543,1
24544,2
24545,0
24546,0
24547,2
24548,3
24549,0
24550,1
24551,1
24552,1
24553,1
24554,1
24555,2
24556,1
24557,0
24558,0
24559,1
24560,3
24561,1
24562,3
24563,2
24564,0
24565,0
24566,2
24567,1
24568,3
24569,0
24570,0
24571,1
24572,0
24573,1
24574,0
24575,0
24576,2
24577,0
24578,3
24579,1
24580,0
24581,2
24582,1
24583,2
24584,3
24585,3
24586,0
24587,2
24588,0
24589,1
24590,1
24591,1
24592,0
24593,1
24594,1
24595,1
24596,1
24597,0
24598,2
24599,0
24600,1
24601,2
24602,0
24603,2
24604,0
24605,3
24606,3
24607,1
24608,0
24609,1
24610,3
24611,0
24612,2
24613,1
24614,1
24615,1
24616,1
24617,1
24618,1
24619,1
24620,0
24621,0
24622,0
24623,3
24624,1
24625,0
24626,0
24627,1
24628,2
24629,1
24630,0
24631,3
24632,0
24633,0
24634,0
24635,3
24636,1
24637,2
24638,1
24639,0
24640,2
24641,3
24642,0
24643,0
24644,2
24645,1
24646,1
24647,3
24648,3
24649,0
24650,3
24651,1
24652,1
24653,1
24654,0
24655,1
24656,0
24657,1
24658,1
24659,1
24660,3
24661,1
24662,0
24663,0
24664,0
24665,1
24666,0
24667,0
24668,3
24669,2
24670,2
24671,3
24672,2
24673,1
24674,1
24675,0
24676,3
24677,2
24678,2
24679,0
24680,3
24681,3
24682,1
24683,3
24684,3
24685,1
24686,1
24687,0
24688,2
24689,1
24690,1
24691,1
24692,0
24693,0
24694,2
24695,0
24696,0
24697,1
24698,2
24699,1
24700,3
24701,2
24702,1
24703,1
24704,0
24705,1
24706,0
24707,0
24708,0
24709,0
24710,2
24711,0
24712,1
24713,3
24714,0
24715,1
24716,1
24717,1
24718,1
24719,0
24720,0
24721,0
24722,3
24723,2
24724,2
24725,1
24726,3
24727,1
24728,0
24729,0
24730,1
24731,0
24732,3
24733,1
24734,0
24735,0
24736,2
24737,0
24738,2
24739,1
24740,0
24741,0
24742,1
24743,0
24744,1
24745,0
24746,1
24747,2
24748,2
24749,1
24750,3
24751,0
24752,0
24753,0
24754,3
24755,1
24756,3
24757,0
24758,0
24759,0
24760,0
24761,0
24762,0
24763,1
24764,2
24765,0
24766,0
24767,1
24768,0
24769,0
24770,0
24771,3
24772,0
24773,0
24774,0
24775,1
24776,1
24777,3
24778,0
24779,1
24780,1
24781,2
24782,0
24783,1
24784,2
24785,1
24786,0
24787,1
24788,3
24789,0
24790,0
24791,0
24792,0
24793,0
24794,2
24795,1
24796,2
24797,2
24798,2
24799,3
24800,1
24801,3
24802,1
24803,1
24804,1
24805,2
24806,1
24807,2
24808,2
24809,2
24810,3
24811,3
24812,1
24813,1
24814,0
24815,0
24816,3
24817,0
24818,0
24819,1
24820,0
24821,0
24822,0
24823,0
24824,0
24825,0
24826,0
24827,0
24828,3
24829,0
24830,3
24831,1
24832,2
24833,0
24834,1
24835,1
24836,1
24837,2
24838,0
24839,3
24840,2
24841,1
24842,0
24843,2
24844,3
24845,0
24846,0
24847,1
24848,3
24849,1
24850,3
24851,0
24852,1
24853,1
24854,1
24855,0
24856,1
24857,1
24858,1
24859,1
24860,1
24861,2
24862,1
24863,0
24864,2
24865,1
24866,0
24867,0
24868,3
24869,0
24870,3
24871,3
24872,3
24873,1
24874,2
24875,0
24876,0
24877,1
24878,1
24879,2
24880,1
24881,2
24882,0
24883,0
24884,0
24885,1
24886,1
24887,1
24888,0
24889,1
24890,0
24891,1
24892,1
24893,3
24894,1
24895,2
24896,2
24897,0
24898,0
24899,1
24900,0
24901,1
24902,1
24903,0
24904,0
24905,1
24906,0
24907,0
24908,1
24909,0
24910,1
24911,0
24912,0
24913,2
24914,1
24915,0
24916,2
24917,1
24918,0
24919,2
24920,0
24921,1
24922,1
24923,1
24924,0
24925,1
24926,0
24927,3
24928,0
24929,0
24930,3
24931,0
24932,1
24933,1
24934,0
24935,3
24936,2
24937,1
24938,2
24939,2
24940,0
24941,0
24942,0
24943,0
24944,3
24945,0
24946,1
24947,0
24948,0
24949,1
24950,2
24951,1
24952,1
24953,2
24954,2
24955,1
24956,0
24957,0
24958,1
24959,1
24960,3
24961,2
24962,1
24963,3
24964,1
24965,0
24966,1
24967,1
24968,0
24969,1
24970,3
24971,2
24972,3
24973,0
24974,2
24975,1
24976,3
24977,0
24978,1
24979,0
24980,0
24981,2
24982,1
24983,2
24984,3
24985,1
24986,2
24987,0
24988,0
24989,0
24990,0
24991,0
24992,1
24993,2
24994,1
24995,2
24996,1
24997,0
24998,1
24999,1
25000,1
25001,2
25002,2
25003,1
25004,0
25005,1
25006,0
25007,1
25008,0
25009,0
25010,1
25011,3
25012,1
25013,2
25014,1
25015,1
25016,1
25017,1
25018,2
25019,1
25020,2
25021,0
25022,0
25023,3
25024,2
25025,2
25026,3
25027,1
25028,2
25029,2
25030,0
25031,0
25032,1
25033,1
25034,0
25035,2
25036,3
25037,0
25038,1
25039,2
25040,1
25041,0
25042,2
25043,1
25044,1
25045,0
25046,3
25047,3
25048,2
25049,1
25050,2
25051,1
25052,1
25053,3
25054,1
25055,1
25056,1
25057,0
25058,2
25059,1
25060,1
25061,0
25062,2
25063,1
25064,1
25065,3
25066,0
25067,1
25068,0
25069,1
25070,2
25071,2
25072,3
25073,1
25074,0
25075,0
25076,0
25077,0
25078,2
25079,2
25080,0
25081,3
25082,2
25083,1
25084,1
25085,0
25086,0
25087,0
25088,2
25089,1
25090,1
25091,1
25092,3
25093,1
25094,2
25095,2
25096,2
25097,1
25098,3
25099,3
25100,0
25101,0
25102,3
25103,2
25104,1
25105,1
25106,1
25107,0
25108,0
25109,1
25110,0
25111,1
25112,1
25113,3
25114,0
25115,2
25116,0
25117,3
25118,0
25119,3
25120,1
25121,0
25122,0
25123,1
25124,1
25125,1
25126,1
25127,0
25128,1
25129,0
25130,1
25131,0
25132,2
25133,1
25134,1
25135,2
25136,3
25137,0
25138,1
25139,2
25140,1
25141,3
25142,2
25143,1
25144,1
25145,1
25146,2
25147,0
25148,2
25149,0
25150,0
25151,1
25152,1
25153,1
25154,1
25155,3
25156,1
25157,2
25158,2
25159,1
25160,0
25161,1
25162,0
25163,1
25164,0
25165,0
25166,1
25167,2
25168,1
25169,0
25170,1
25171,0
25172,1
25173,1
25174,3
25175,1
25176,0
25177,0
25178,1
25179,2
25180,2
25181,2
25182,0
25183,0
25184,0
25185,2
25186,1
25187,2
25188,0
25189,1
25190,2
25191,1
25192,3
25193,1
25194,2
25195,1
25196,0
25197,2
25198,1
25199,0
25200,0
25201,0
25202,1
25203,2
25204,1
25205,1
25206,3
25207,1
25208,0
25209,0
25210,0
25211,2
25212,1
25213,1
25214,0
25215,1
25216,0
25217,2
25218,0
25219,1
25220,0
25221,0
25222,0
25223,3
25224,0
25225,3
25226,0
25227,1
25228,2
25229,1
25230,1
25231,2
25232,1
25233,0
25234,0
25235,2
25236,1
25237,1
25238,0
25239,2
25240,0
25241,3
25242,1
25243,1
25244,1
25245,0
25246,0
25247,2
25248,0
25249,2
25250,3
25251,2
25252,0
25253,1
25254,0
25255,3
25256,1
25257,0
25258,2
25259,0
25260,1
25261,0
25262,3
25263,0
25264,0
25265,3
25266,0
25267,1
25268,1
25269,0
25270,0
25271,0
25272,2
25273,2
25274,1
25275,2
25276,1
25277,2
25278,2
25279,0
25280,0
25281,1
25282,1
25283,2
25284,2
25285,1
25286,1
25287,2
25288,1
25289,0
25290,1
25291,0
25292,1
25293,0
25294,1
25295,3
25296,2
25297,2
25298,1
25299,0
25300,1
25301,2
25302,2
25303,0
25304,1
25305,2
25306,0
25307,0
25308,0
25309,1
25310,1
25311,0
25312,2
25313,2
25314,2
25315,0
25316,0
25317,3
25318,0
25319,0
25320,0
25321,0
25322,0
25323,3
25324,0
25325,2
25326,3
25327,1
25328,0
25329,3
25330,0
25331,1
25332,1
25333,1
25334,0
25335,3
25336,3
25337,0
25338,1
25339,0
25340,0
25341,1
25342,3
25343,2
25344,0
25345,3
25346,1
25347,0
25348,0
25349,0
25350,1
25351,0
25352,0
25353,2
25354,1
25355,1
25356,3
25357,2
25358,3
25359,1
25360,0
25361,2
25362,0
25363,3
25364,1
25365,1
25366,1
25367,0
25368,2
25369,2
25370,2
25371,2
25372,3
25373,3
25374,2
25375,0
25376,1
25377,0
25378,1
25379,1
25380,0
25381,3
25382,1
25383,0
25384,2
25385,2
25386,0
25387,3
25388,0
25389,3
25390,0
25391,0
25392,0
25393,0
25394,0
25395,0
25396,1
25397,3
25398,3
25399,0
25400,0
25401,1
25402,2
25403,1
25404,1
25405,3
25406,2
25407,0
25408,1
25409,3
25410,2
25411,0
25412,1
25413,1
25414,2
25415,1
25416,0
25417,0
25418,3
25419,0
25420,1
25421,0
25422,3
25423,3
25424,3
25425,2
25426,0
25427,3
25428,1
25429,1
25430,0
25431,2
25432,0
25433,3
25434,1
25435,3
25436,2
25437,0
25438,1
25439,1
25440,0
25441,0
25442,1
25443,3
25444,1
25445,0
25446,1
25447,1
25448,2
25449,0
25450,0
25451,1
25452,1
25453,1
25454,0
25455,1
25456,0
25457,1
25458,1
25459,2
25460,3
25461,0
25462,1
25463,0
25464,1
25465,0
25466,0
25467,0
25468,3
25469,0
25470,0
25471,0
25472,0
25473,1
25474,0
25475,1
25476,2
25477,2
25478,0
25479,1
25480,0
25481,2
25482,1
25483,0
25484,1
25485,0
25486,1
25487,1
25488,3
25489,0
25490,2
25491,2
25492,1
25493,0
25494,1
25495,1
25496,1
25497,2
25498,1
25499,1
25500,2
25501,2
25502,0
25503,2
25504,0
25505,2
25506,0
25507,0
25508,2
25509,2
25510,2
25511,2
25512,0
25513,1
25514,3
25515,1
25516,0
25517,1
25518,1
25519,1
25520,1
25521,2
25522,3
25523,0
25524,1
25525,1
25526,2
25527,0
25528,0
25529,2
25530,0
25531,2
25532,1
25533,3
25534,0
25535,3
25536,3
25537,2
25538,2
25539,1
25540,2
25541,0
25542,0
25543,0
25544,1
25545,2
25546,2
25547,2
25548,2
25549,1
25550,2
25551,2
25552,2
25553,0
25554,0
25555,1
25556,0
25557,0
25558,0
25559,0
25560,1
25561,0
25562,2
25563,1
25564,0
25565,1
25566,1
25567,1
25568,0
25569,2
25570,2
25571,3
25572,0
25573,2
25574,3
25575,2
25576,0
25577,2
25578,2
25579,1
25580,1
25581,0
25582,0
25583,1
25584,3
25585,0
25586,0
25587,3
25588,2
25589,1
25590,1
25591,2
25592,2
25593,0
25594,0
25595,1
25596,3
25597,1
25598,0
25599,1
25600,1
25601,1
25602,1
25603,0
25604,0
25605,1
25606,0
25607,1
25608,2
25609,0
25610,0
25611,1
25612,3
25613,1
25614,3
25615,2
25616,1
25617,1
25618,3
25619,0
25620,1
25621,0
25622,2
25623,0
25624,1
25625,2
25626,2
25627,3
25628,1
25629,0
25630,0
25631,2
25632,3
25633,2
25634,3
25635,3
25636,1
25637,3
25638,2
25639,1
25640,2
25641,1
25642,0
25643,0
25644,1
25645,0
25646,0
25647,3
25648,0
25649,1
25650,0
25651,0
25652,1
25653,2
25654,1
25655,3
25656,1
25657,1
25658,1
25659,1
25660,1
25661,2
25662,1
25663,2
25664,1
25665,1
25666,0
25667,0
25668,1
25669,0
25670,2
25671,2
25672,2
25673,1
25674,2
25675,0
25676,0
25677,1
25678,3
25679,2
25680,0
25681,0
25682,0
25683,3
25684,0
25685,1
25686,2
25687,3
25688,0
25689,1
25690,1
25691,2
25692,0
25693,1
25694,1
25695,1
25696,0
25697,1
25698,1
25699,0
25700,3
25701,0
25702,0
25703,1
25704,2
25705,2
25706,1
25707,2
25708,0
25709,0
25710,2
25711,3
25712,1
25713,0
25714,3
25715,1
25716,0
25717,0
25718,3
25719,2
25720,1
25721,3
25722,1
25723,2
25724,0
25725,0
25726,0
25727,1
25728,3
25729,3
25730,0
25731,1
25732,0
25733,1
25734,0
25735,0
25736,0
25737,2
25738,2
25739,0
25740,1
25741,3
25742,2
25743,0
25744,0
25745,2
25746,2
25747,1
25748,0
25749,1
25750,2
25751,1
25752,0
25753,0
25754,1
25755,0
25756,0
25757,1
25758,1
25759,0
25760,0
25761,0
25762,3
25763,1
25764,0
25765,1
25766,0
25767,0
25768,2
25769,1
25770,3
25771,2
25772,0
25773,1
25774,3
25775,1
25776,1
25777,0
25778,2
25779,1
25780,0
25781,2
25782,0
25783,0
25784,1
