home_ownership,income,dti,fico_low,loan_status
0,69,21.57,740,1
1,32,14.48,675,1
0,75,1.44,780,1
0,50,5.96,695,1
0,44,17.29,720,1
0,65,20.09,685,1
1,125,34.08,695,1
1,70,21.91,665,1
1,80,26.67,680,1
1,117.955,14.32,685,1
1,210,11.63,670,1
1,43,21.41,740,1
1,70,10.75,735,1
1,250,8.58,745,1
0,26,29.18,680,1
1,95,9.4,670,1
1,48,20.43,720,1
1,275,12.06,710,1
0,37.184,20.17,710,1
1,60,5.54,720,1
1,50,9.22,680,1
1,30,26.88,675,1
0,70,15.52,700,1
0,41,25.97,700,1
0,15.768,25.42,695,1
1,45,18.27,705,1
0,33,15.02,670,1
0,90,20.12,675,1
0,72,25.38,715,1
0,30,13.92,685,1
1,67.2,6.53,690,1
1,70,19.06,685,1
1,150,30.61,715,1
1,99,16.91,705,1
0,50,17.17,740,1
0,38,22.55,685,1
1,170,32.06,715,1
1,103,14.11,670,1
1,100,16.98,670,1
0,101.928,18.99,700,1
0,65,18.67,680,1
0,35,16.39,690,1
0,52,5.72,675,1
1,105,16.01,660,1
1,70,13.95,715,1
1,124,19.9,715,1
0,250,4.25,660,1
0,98,18.41,675,1
0,90,15.55,730,1
1,125,13.06,690,1
0,30,19.6,710,1
1,44,7.58,660,1
0,62,13.41,815,1
0,45,12.32,660,1
1,40,34.62,680,1
1,38,14.94,810,1
0,40,6.36,695,1
1,62,14.05,675,1
1,58,15.17,690,1
1,20,28.45,705,1
1,85,8.5,675,1
1,98,6.37,715,1
1,68,14.79,665,1
1,50,15.41,765,1
1,75,7.86,660,1
0,105,26.18,685,1
1,35,27.54,695,1
1,240,6.61,750,1
0,140,11.89,675,1
1,50,21.36,680,1
1,104,19.1,715,1
1,30,23.48,750,1
1,70,28.99,715,1
1,120,25.99,750,1
1,93,8.27,745,1
0,67,1.7,675,1
1,76,26.73,695,1
0,60,16.94,660,1
1,70,17.81,715,1
0,28,35.75,660,1
0,31.2,30.46,715,1
1,200,19.76,700,1
1,125,17.38,690,1
1,240,10.5,705,1
1,50,16.15,710,1
0,79,14.99,675,1
0,73,9.21,700,1
1,68,3.01,660,1
1,60,11.04,660,1
0,250,3.79,670,1
0,30.6,34.9,660,1
0,60,23.11,660,1
1,144.6,15.27,705,1
0,72,15.17,685,1
0,25,18.1,700,1
1,32.9,8.83,695,1
1,60,18.88,670,1
1,75,9.25,755,1
1,104,7.56,670,1
1,99,19.12,675,1
1,52,34.77,710,1
1,31,36.43,695,1
0,98,31.8,670,1
1,35,25.1,680,1
0,30,8.04,720,1
0,50,2.37,675,1
0,78,25.36,670,1
1,30.3,17.23,725,1
1,90,23.27,705,1
1,341,20.47,730,1
0,56.812,34.07,670,1
1,55,44.16,680,1
0,100,6.12,720,1
1,49,33.36,675,1
0,66,12.73,660,1
0,34,8.97,685,1
1,40,17.7,665,1
1,67,17.62,675,1
1,41.118,4.26,660,1
1,60,13.54,680,1
1,100,16.48,685,1
1,45,27.81,705,1
0,45,17.25,685,1
0,97.5,20.85,745,1
1,74.971,32.1,730,1
0,20,28.69,685,1
1,650,8.1,705,1
1,34,12,710,1
1,140,25.04,710,1
0,82,34.26,745,1
1,110,0.55,725,1
1,25.18,20.73,700,1
0,85,24.45,690,1
1,84,6.24,680,1
1,42,16.51,695,1
0,40,24.24,715,1
0,40,11.16,720,1
0,78.5,14.73,660,1
1,100,22.9,705,1
0,142,11.18,660,1
1,136,8.95,705,1
1,49,19.74,700,1
1,60,2.92,700,1
1,105,13.83,715,1
1,120,11.06,750,1
1,135,21.61,690,1
1,48,27.9,685,1
1,96,20.29,675,1
1,44,19.38,695,1
1,55,21.12,660,1
1,84,12.77,680,1
1,48,23.6,730,1
0,53.3,11.01,670,1
1,78,23.52,665,1
1,105,17.39,670,1
1,140,26.72,730,1
1,225,32.63,680,1
0,45,13.95,670,1
1,45,21.07,685,1
1,92,16.74,680,1
1,125,12.04,720,1
1,100,10.39,690,1
0,43,31.06,680,1
1,100,12.19,675,1
0,50,20.16,750,1
1,119.045,21.88,755,1
0,60,2.54,675,1
1,140,5.86,670,1
1,48.672,30.52,705,1
0,33.5,12.25,660,1
0,60,18.38,690,1
0,60,26.14,685,1
1,91,16.5,695,1
0,40,13.11,660,1
1,48,18.05,665,1
1,54,33.47,670,1
0,38,24.42,715,1
0,21.6,33.44,695,1
0,30,19.16,690,1
1,50,3.91,660,1
1,41,12.47,700,1
1,100,14.11,740,1
1,105,34.32,690,1
0,62,4.03,685,1
1,65,26.05,715,1
0,42,16.94,670,1
1,54.5,33.76,675,1
0,44,19.72,670,1
1,81,19.61,665,1
1,120,6.23,800,1
1,54.594,18,755,1
0,35,17.37,675,1
1,180,11.52,765,1
1,96,20.04,700,1
0,73,28.35,670,1
1,160,18.85,700,1
0,28,30.09,675,1
1,38,31.11,690,1
0,52,16.06,665,1
1,115,14.8,695,1
0,57,13.64,695,1
1,105,10.09,665,1
1,88,28.24,695,1
1,106,19.15,685,1
0,34,12.07,665,1
0,106.85,22.59,660,1
0,75,5.25,665,1
0,24,11,680,1
1,50,33.82,685,1
0,96,9.18,665,1
0,42,23.43,675,1
0,80,10.95,715,1
1,110,14.82,670,1
1,49,16.24,700,1
0,90,33.4,735,1
1,63,24.21,710,1
1,90,19.59,685,1
1,114,22.07,665,1
1,122.215,20.26,670,1
1,145,28.37,680,1
1,189,16.08,675,1
1,128.32328,17.3,660,1
1,80,7.41,675,1
1,70,6.99,665,1
0,90,12.65,705,1
0,50,31.76,705,1
1,45,32.45,700,1
1,74,17.3,700,1
0,63,28.25,695,1
1,115,13.62,720,1
0,30.16,34.1,660,1
1,48,20.92,670,1
1,50,26.33,750,1
1,84,31.43,665,1
1,75,27.23,705,1
0,77.688,15.11,660,1
0,43,38.82,700,1
0,27.526,23.46,715,1
0,50,8.11,695,1
0,47,24.47,665,1
1,50,25.35,675,1
0,68,8,670,1
0,56,9.98,680,1
1,41.35,21.39,695,1
1,28,25.72,670,1
1,45,27.52,700,1
0,36,8.23,660,1
0,79.9,20.5,705,1
0,27,10.44,685,1
0,136,15.69,710,1
0,160,29.96,720,1
1,110,12.81,675,1
0,37,14.34,675,1
1,90,19.51,695,1
1,120,24.06,740,1
1,79,17.68,750,1
0,52,16.22,735,1
1,129,14.78,720,1
0,20.16,25.42,670,1
0,20,22.09,710,1
0,45,15.07,700,1
1,130,21.96,800,1
1,56.63,31.1,690,1
0,41.7,17.87,720,1
0,50,23.31,695,1
0,80,24.01,675,1
1,135,8.48,660,1
0,44,37.12,705,1
1,69,25.98,685,1
1,41.6,11.45,700,1
0,68,34.63,680,1
0,77,7.39,695,1
0,60,28.8,695,1
1,137,16.47,685,1
0,90,27.07,680,1
1,100,11.48,670,1
0,137,10.33,770,1
1,50,16.9,670,1
1,79,32.09,755,1
0,150,9.93,670,1
0,800,0.41,680,1
0,74.81,22.28,735,1
1,91,26.08,690,1
0,50.554,24.19,660,1
0,35.36,11.77,665,1
0,24,24,665,1
0,36,19.23,670,1
1,52,26.19,725,1
0,78,28.85,680,1
1,89,18.34,690,1
1,105,14.14,735,1
0,87,26.69,700,1
1,33,10.62,675,1
1,115.3,27.29,725,1
1,80,5.46,700,1
1,35,25.34,745,1
0,60,33.2,680,1
0,65,7.64,665,1
1,130,23.47,675,1
1,115,20.49,720,1
1,95,25.66,755,1
1,82,19.77,710,1
1,52,26.98,660,1
1,60,18.46,720,1
1,67,27.14,665,1
0,26,22.81,670,1
1,65,12.67,720,1
1,80,11.09,680,1
1,80,16.77,660,1
0,85,18.58,660,1
1,28,30.08,695,1
1,80,16.41,750,1
0,31.2,22.27,695,1
1,61.668,27.52,660,1
0,58.64,15.08,660,1
1,70.6,32.13,720,1
1,65,23.69,680,1
1,88.5,10.36,725,1
1,70,13.77,700,1
1,147.3,4.28,675,1
0,49,9.75,710,1
1,55,15.21,660,1
0,63,28.89,675,1
0,131,21.84,695,1
1,34,23.4,690,1
0,130,9.99,680,1
0,55,18.61,660,1
1,150,21.04,665,1
1,110,21.69,695,1
0,58.54857,16.42,690,1
0,95,15.99,700,1
0,37,19.66,685,1
0,70,12.96,775,1
0,55,3.44,670,1
0,125,9.75,675,1
1,65,28.62,695,1
1,59,43.55,665,1
1,85.1,31.61,695,1
1,100,6.52,725,1
1,70,24.44,710,1
1,235,4.26,680,1
0,250,4.05,725,1
0,36.774,19.45,680,1
1,60,29.18,695,1
1,150,24.39,720,1
1,105,21.83,665,1
0,92.3,24.89,685,1
1,96.366,11.2,690,1
0,35,23.25,660,1
1,92,28.87,660,1
1,70,18.52,740,1
1,90,25.92,680,1
1,165,17.38,695,1
0,38,28.52,670,1
0,30,32.68,685,1
1,100,18.95,725,1
1,154.992,11.15,725,1
1,163.7,21.22,685,1
0,30,53.79,750,1
0,47.2,24.13,730,1
0,84,10.36,780,1
1,105,15.59,710,1
0,60,23.24,705,1
1,54,23.31,705,1
1,93,18.72,665,1
0,72,11.28,690,1
1,170,11.22,705,1
0,41,28.16,670,1
1,65,11.87,705,1
1,40,25.32,710,1
1,65,24.19,715,1
1,24,18.75,695,1
0,35.36,5.08,785,1
0,40,35.49,710,1
1,115,25.75,685,1
0,98.6,25.68,660,1
1,23,32.6,720,1
0,90,5.01,695,1
1,86,18.25,705,1
1,104,26.54,775,1
0,25.2,5.81,740,1
1,257,26.16,735,1
1,69,37.15,670,1
1,115,18.73,745,1
0,93,18.93,665,1
0,55,24.2,705,1
0,40,27.63,675,1
0,81,12.95,695,1
1,62.5,20.94,660,1
1,145.416,12.04,725,1
1,115,6.95,765,1
0,69.5,11.95,665,1
1,95,19.13,665,1
0,34,24.71,675,1
1,74.5,19.62,660,1
0,83.2,6.95,685,1
0,93.6,29.67,660,1
0,50,5.28,730,1
1,70,20.47,695,1
0,135,7.96,700,1
1,45,12.96,665,1
1,75,17.6,745,1
1,82,8.52,740,1
1,96,22.46,675,1
1,80,11.93,660,1
1,120,12.44,705,1
1,39.195,25.98,680,1
0,55,10.93,695,1
0,78,19.68,750,1
1,250,6.07,700,1
1,108,28.18,710,1
1,48,23.34,665,1
1,12.84,24.77,715,1
1,70,30.22,670,1
0,108,14.01,660,1
0,45.8,12.6,720,1
1,60,29.14,705,1
0,58,19.93,690,1
1,40,10.83,690,1
1,165,13.6,680,1
1,60,22.44,660,1
1,38.646,1.68,745,1
1,102.5,12.08,670,1
0,38,23.12,685,1
0,46.2,18.16,665,1
0,75,14.22,700,1
1,130,17.85,660,1
0,76,9.58,680,1
1,92,16.14,680,1
0,80,17.83,690,1
0,44,25.31,695,1
1,45,6.16,675,1
1,75,18.5,665,1
1,100,11.54,665,1
0,27.5,25.77,700,1
1,65,11.61,720,1
0,120,9.01,775,1
0,110,8.02,705,1
0,72,33.48,690,1
0,100,24.38,735,1
0,120,23.41,700,1
1,72,19.1,720,1
1,78.23,16.83,675,1
1,35,0.86,725,1
1,49,4.48,675,1
1,56,11.47,695,1
1,93,21.41,710,1
0,68,23.72,675,1
1,75.73,0.02,665,1
1,30,7.47,780,1
0,88,10.51,690,1
1,68,35.49,685,1
1,60,24.7,665,1
1,92,14.46,670,1
0,60,18.44,675,1
0,19,28.55,685,1
1,33,16.22,670,1
1,70,19.68,680,1
0,31,22.76,660,1
1,90,36.26,715,1
1,108,15,675,1
1,160,14.43,665,1
0,63,31.62,670,1
1,50,26.86,665,1
1,80,19.58,665,1
0,87,14.63,690,1
1,50,15.55,670,1
1,135,17.24,660,1
1,48,25.98,665,1
1,58,20.96,715,1
1,100,11.44,660,1
0,137,8.05,665,1
1,46.5,24.62,710,1
0,27,13.24,675,1
1,87.345,9.88,680,1
1,32.64,40.88,665,1
1,48,17.33,695,1
0,60,13.93,680,1
1,125,11.84,700,1
1,76,21.36,665,1
0,22.5,20.8,675,1
1,112,15.88,695,1
0,60.632,29.33,745,1
1,47.7,5.71,680,1
1,170,29.9,710,1
1,85,16.8,680,1
0,90,21.27,685,1
1,80,19.59,710,1
1,144,8.66,665,1
1,46.5,27.52,735,1
0,20,26.76,710,1
1,72,24.25,740,1
0,98.5,7.05,765,1
1,74.64,26.65,700,1
0,135,12.61,715,1
0,80,11.09,710,1
1,78,20.61,675,1
1,130,12.88,670,1
1,165,1.57,805,1
1,85,23.7,705,1
0,95,6.35,710,1
0,22,21.11,665,1
0,59,19.85,705,1
0,45,21.28,660,1
1,80,24.47,670,1
1,55.661,25.74,705,1
0,44,21.99,660,1
1,60,15.12,720,1
0,134,22.11,735,1
1,135,20.64,705,1
0,75,12.08,670,1
1,24,10.2,680,1
1,57,22.27,700,1
0,110,24.07,695,1
1,47,34.96,675,1
1,45,27.41,690,1
1,59.7,25.95,695,1
1,90,19.32,725,1
1,140,4.55,710,1
0,20,10.62,670,1
1,72,15.24,660,1
0,46,30.05,665,1
0,36.4,18.13,725,1
0,45,18.83,685,1
1,41,7.76,690,1
1,74.08,16.57,715,1
1,36,8.63,670,1
0,50,24.2,685,1
0,35.34,24.86,660,1
1,97.5,18.84,670,1
1,90,13.03,675,1
0,54,26.53,680,1
1,130,13.29,715,1
1,85,10.77,665,1
0,65,16.19,680,1
1,68,11.81,660,1
0,41,21.96,680,1
1,74.9,21.55,725,1
1,135,17.52,715,1
1,123.735,29.95,690,1
0,96,18,660,1
0,30,30.42,670,1
0,54,21.53,680,1
1,72,11.83,670,1
1,76,16.11,830,1
1,72,11.88,680,1
1,72,22.65,665,1
1,73,10.21,670,1
1,95,18.47,680,1
1,40,15.69,700,1
1,75.6,46.04,670,1
1,78,15.97,710,1
1,150,9.18,735,1
0,57.532,28.31,715,1
0,56,18.17,760,1
1,56,17,720,1
0,24,26.9,670,1
0,40,21.78,660,1
1,59.5,13.61,685,1
0,45,35.44,705,1
1,56,18.84,690,1
1,55,26.25,735,1
0,83,22.61,680,1
0,65,11.65,665,1
0,90,6.45,670,1
0,60,5.42,665,1
1,85,26.44,665,1
1,105,1.29,665,1
1,115,14.51,740,1
1,118,10.78,715,1
1,60,17.56,715,1
1,89,3.6,685,1
1,180,6.18,685,1
0,210,5.49,660,1
1,148,12.19,705,1
1,122,27.05,670,1
1,35,19.96,690,1
1,70,18.12,690,1
1,70,23.62,735,1
1,80,22.53,715,1
1,36,9.47,660,1
1,92,16.46,700,1
0,182,4.88,660,1
1,110,21.3,675,1
0,80,24.52,680,1
1,109,18.09,690,1
1,113.65,9.45,670,1
1,107,15.29,705,1
1,58,9.62,670,1
1,80,27.05,670,1
1,96,5.94,700,1
0,80,12.18,680,1
1,58,24.42,690,1
0,57,19.24,710,1
1,78,27.73,690,1
0,55,6.39,670,1
0,40,17.28,695,1
0,26.244,31.78,700,1
1,150,21.98,730,1
0,71,4.85,670,1
1,40,22.32,660,1
1,72,27.45,765,1
0,60,14.64,695,1
1,67,32.33,700,1
1,54,15.29,695,1
1,130,26.34,715,1
1,75,13.42,660,1
1,63,23.79,715,1
1,40,32.88,685,1
1,52,16.18,680,1
1,46,33.67,690,1
0,60,1.16,745,1
1,50,5.23,690,1
1,85,10.38,745,1
1,45,10.99,685,1
1,161,9.73,685,1
0,57,29.12,660,1
1,50,23.5,725,1
0,100,11.38,670,1
1,130,16.03,675,1
1,165,15.93,710,1
1,150,22.66,685,1
1,50,19.13,730,1
1,199.512,23.18,710,1
0,24,15.51,670,1
1,92,28.09,660,1
1,239,21.01,755,1
0,25.675,21.79,670,1
0,44,17.29,720,1
0,60,17.8,695,1
0,40,22.49,730,1
1,130,22.08,745,1
1,65,15.03,685,1
1,115.5,21.52,705,1
1,35,11.93,700,1
1,40,27.93,760,1
1,74,32.86,720,1
1,63.6,29.19,715,1
1,95,11.7,735,1
0,65,23.71,680,1
1,75,21.84,665,1
1,120,24.54,685,1
0,73,8.1,710,1
1,60,17.61,670,1
1,151,20.27,805,1
0,57,12,660,1
1,75,16.24,725,1
1,60,5.14,750,1
0,44,18.33,665,1
1,95,8.67,690,1
1,310,5.52,710,1
1,91.63,7.18,825,1
0,71,22.12,690,1
1,45,32.85,685,1
1,240,15,695,1
0,45,29.51,705,1
0,70,12.94,680,1
0,85,16.14,660,1
1,350,19.5,715,1
1,118,6.54,680,1
0,65.712,28.38,725,1
1,130,5.47,795,1
1,22,8.84,660,1
0,48.195,16.24,700,1
0,158,11.39,705,1
1,55.36922,16.34,695,1
0,50,23.36,680,1
1,32,26.18,670,1
1,94.837,24.19,685,1
0,72.2,5.93,750,1
1,153,6.75,735,1
1,110,2.03,670,1
0,48.5,28.09,675,1
0,31.5473,28.2,695,1
0,54,27.78,670,1
0,85,10.19,700,1
1,41,30.06,750,1
0,38,30.07,700,1
1,40,22.65,695,1
1,60,4.5,675,1
1,95,19.19,690,1
1,55,12.63,705,1
1,165,13.17,715,1
1,150,10.37,715,1
1,88.5,26.1,695,1
0,13.98,15.11,675,1
1,75,31.75,760,1
0,49,23.22,675,1
1,60,27.42,685,1
1,67,17.34,715,1
1,50,9.41,755,1
0,45,17.97,695,1
1,101,15.85,745,1
0,147.2,21.68,670,1
1,97,14.04,670,1
1,35,27.95,700,1
0,36,30.63,710,1
1,140,7.1,720,1
1,35.073,24.64,670,1
1,90,37.39,705,1
0,40,14.64,670,1
1,100,12.01,715,1
0,140,29.46,730,1
0,29.325,16.8,680,1
1,145,16.01,710,1
0,55,17.02,675,1
1,90,22.93,790,1
1,90,13.16,700,1
1,31.2,26.04,710,1
0,57,31.83,710,1
1,51.6,27.86,690,1
1,37.5,11.52,675,1
0,48,2.95,665,1
1,150,7.29,675,1
1,56,6.07,660,1
1,125,13.62,695,1
0,43,22.63,665,1
1,225,20.8,680,1
0,60,1.62,705,1
0,50,16.97,660,1
1,65,16.59,730,1
1,100,23.01,720,1
0,60,17.52,690,1
0,84,10.61,675,1
1,100,19.69,720,1
1,200,16.03,705,1
1,23.4,11.59,685,1
1,74.507,23.66,730,1
0,290,21.94,740,1
1,90,28.53,685,1
0,50,24.77,750,1
0,91,11.8,660,1
1,200,19.64,705,1
1,300,20.84,690,1
0,60,5.32,670,1
0,45.345,30.24,665,1
0,25,32.89,740,1
0,53,12.91,690,1
0,39,21.14,690,1
1,70,20.8,715,1
1,28,30,685,1
0,87,19.01,685,1
1,120,8.61,715,1
1,188,9.24,695,1
1,40,13.62,660,1
1,70,16.94,700,1
1,70,26.39,665,1
0,52.79,20.85,690,1
0,24,11.35,685,1
0,36,28.64,685,1
0,40,24.12,710,1
0,89,21.54,735,1
0,54,19.91,695,1
0,48,25.05,715,1
1,42,31.2,700,1
1,50,30.73,670,1
1,113,19.6,675,1
1,110,16.96,710,1
1,65,13.05,695,1
1,100,13.73,670,1
0,84,15.8,710,1
0,45,13.01,670,1
1,90,20.71,770,1
1,228,20.92,695,1
1,60,24.31,665,1
0,58,8.96,705,1
0,72,12.9,660,1
1,108,20.34,685,1
1,120,7.83,700,1
1,41,14.57,745,1
1,100.1,18.99,680,1
1,47,11.8,700,1
1,113.2,10.77,685,1
1,81,33.34,735,1
0,37,26.14,750,1
1,40,24.33,680,1
1,45,26.8,690,1
1,68,16.87,670,1
0,43,10.55,665,1
1,65,23.91,665,1
1,102,9.56,715,1
1,65,24.11,670,1
1,40,20.1,685,1
1,95,15.64,715,1
1,55,29.57,715,1
0,46.5,5.91,685,1
0,100,23.9,660,1
1,96,22.64,660,1
0,135,18.61,680,1
1,85,16.19,700,1
0,60,18.88,750,1
0,41.5,33.83,695,1
1,75,9.01,685,1
1,52,11.65,660,1
1,35,9.53,660,1
1,41.9,26.35,705,1
1,140,13.04,670,1
0,70,22.22,705,1
1,97.5,25.62,690,1
1,58,18.83,675,1
0,45,23.33,685,1
0,28,14.06,660,1
0,48.528,28.17,675,1
1,52.548,11.76,705,1
0,43.412,14.04,690,1
0,70,14.98,730,1
1,81,31.53,685,1
1,52,27.69,730,1
0,98,15.07,680,1
1,303,2.5,690,1
1,62,14.83,695,1
1,90,15.47,660,1
0,80,31.57,740,1
1,41,17.21,680,1
0,72,16.4,710,1
0,75,16.37,690,1
0,32,26.78,660,1
0,60,16.66,675,1
0,150,5.32,695,1
1,70,27,690,1
1,26,15.74,700,1
1,47,24.27,690,1
1,52,37.23,665,1
1,35.243,4.05,695,1
1,86,11.99,660,1
0,107,13.5,675,1
1,110,8.84,750,1
1,150,19.35,700,1
0,131,12.41,715,1
1,39.5,32.18,660,1
1,80,26.37,700,1
0,250,32.04,705,1
1,50,27.41,680,1
0,32,1.95,675,1
1,172,26.18,705,1
0,160,19.43,660,1
0,100,11.88,685,1
1,180,20.13,710,1
0,40,14.34,675,1
0,80,16.38,670,1
1,50,27.46,710,1
1,120,19.79,745,1
1,53.52,28.1,730,1
0,70,11.07,660,1
1,220,4.93,715,1
0,110,5.97,745,1
0,56.705,25.85,730,1
0,68,15.95,700,1
0,88,7.52,665,1
1,57.882,8.34,775,1
1,56,10.54,665,1
1,65,13.31,685,1
0,150,30.89,700,1
0,85,8.92,705,1
0,52,34.63,705,1
1,54,28.07,670,1
1,40,10.95,675,1
1,110,17.15,690,1
1,98,24.3,785,1
1,45,14.24,700,1
0,150,7.35,675,1
1,60,20.5,680,1
1,45,10.88,705,1
1,45,20.96,695,1
0,73,6.64,670,1
0,65,13.98,795,1
1,52,23.12,720,1
0,13,15.33,700,1
0,120,15.18,700,1
0,86,16.02,685,1
0,85.68,1.01,660,1
1,77,21.66,715,1
0,60,17.38,670,1
1,105,6.79,720,1
1,79.716,24.57,660,1
1,30,39.36,735,1
1,43.7,29.47,700,1
1,120,4.69,710,1
1,58,23.88,660,1
1,150,32.86,665,1
0,75,17.96,705,1
1,112,26.51,705,1
0,32,23.33,735,1
1,37,24,705,1
1,40,3.86,665,1
0,55,14.71,730,1
0,35,25.69,705,1
0,52,30.56,730,1
0,48,20.78,675,1
1,180,16.38,695,1
1,127.025,25.17,665,1
0,91,20.6,695,1
1,35,23.53,660,1
1,114,8.97,710,1
1,56,19.1,695,1
1,52.896,27.81,695,1
1,72,26.15,705,1
0,48.588,27.07,690,1
1,30,48.52,715,1
0,32.069,33.38,690,1
0,30,27.96,670,1
0,63,23.2,735,1
0,61,3.72,705,1
1,100,21.55,735,1
1,82,19.46,780,1
0,60,21.9,795,1
1,114,15.2,790,1
0,100.11,19.87,680,1
1,52,7.34,665,1
1,198,3.12,805,1
1,35.36,11.19,805,1
1,48,19.9,750,1
1,40,23.28,730,1
0,52,13.01,685,1
1,75,30.85,715,1
1,58,19.37,690,1
0,28,23.4,660,1
1,127,14.07,675,1
0,54,18.58,715,1
1,38,5.81,660,1
0,48.5,14.43,665,1
1,200,22.05,695,1
1,23,11.64,680,1
1,78,6.65,665,1
1,133,0.82,785,1
1,65,25.44,705,1
0,70,18.21,725,1
0,34.9,24.21,670,1
0,70,12.82,660,1
0,25.476,28.83,695,1
1,119.86,9.39,690,1
0,65,17.61,665,1
1,70,15.39,820,1
0,55.986,20.54,700,1
0,96,3.33,680,1
1,41,35.07,700,1
1,57,13.98,675,1
1,32.582,16.83,665,1
0,98,9.7,675,1
1,85,20.12,700,1
1,124,20.15,690,1
1,82,22.65,690,1
0,47.661,20.52,690,1
1,65,28.88,715,1
0,22,20.57,690,1
1,30,37.16,665,1
0,60,12.78,665,1
1,37,11.09,670,1
1,38.76,18.61,665,1
1,44.6,20.83,695,1
0,225,16.45,680,1
0,65,16.34,680,1
1,185,26.34,685,1
0,54,24.29,690,1
1,25,11.95,685,1
1,130,31.6,685,1
1,47,26.51,680,1
1,69,7.51,685,1
1,60,18.46,695,1
1,75,20.82,720,1
0,38,14.78,665,1
1,205,22.75,715,1
1,31,12.97,660,1
1,118,4.34,805,1
1,90,24.29,675,1
1,35,38.17,695,1
0,165,23.33,685,1
1,31.46622,9.99,680,1
0,84.436,7.02,690,1
1,85,15.15,725,1
0,88,12.29,685,1
0,75,10.22,675,1
0,55,26.53,680,1
1,24.708,54.35,675,1
1,142,29.92,715,1
1,70,17.54,665,1
1,50.192,9.85,670,1
1,45,18.56,725,1
1,130,26.41,715,1
0,35,26.78,750,1
1,105,9.97,710,1
1,200,22.67,685,1
0,90,14.48,675,1
1,113,14.57,660,1
1,48,13.14,705,1
0,63,14.66,700,1
0,114,11.84,715,1
0,345,8.59,735,1
1,87,34.24,700,1
0,75,13.17,670,1
1,55,21.47,740,1
1,80,8.54,660,1
0,75,4.37,705,1
1,180,10.68,675,1
0,40,7.53,670,1
0,44,32.46,660,1
1,82,27.09,665,1
1,129.031,20.95,775,1
1,135,19.56,775,1
1,75,15.89,815,1
1,80,10.74,720,1
0,98,13.89,670,1
0,40,20.36,680,1
1,33.036,29.79,670,1
0,53,13.75,705,1
0,21.432,16.63,665,1
0,37,17.81,760,1
0,60,25.66,685,1
1,36,21.5,665,1
1,138,31.82,685,1
0,58,16.4,715,1
0,60,17.15,675,1
0,45,13.57,680,1
1,55,19.55,705,1
1,131,15.57,740,1
0,35,17.9,660,1
1,40,16.35,695,1
1,38,5.18,680,1
0,40,14.88,705,1
1,57.29,11.56,705,1
1,70,14.09,705,1
1,74,7.77,750,1
1,33,31.78,720,1
0,30,15.53,700,1
1,88.3,24.27,705,1
0,85,20.21,730,1
1,30,5.08,705,1
1,55.05,34.55,680,1
1,58,22.72,705,1
1,192,7.7,660,1
0,57,26.88,680,1
0,51,9.69,705,1
1,26.52,55.84,700,1
1,100,28.15,660,1
1,130,27.07,705,1
0,84.017,13,685,1
1,69.8,22.8,690,1
0,80,14.09,660,1
1,68,31.97,715,1
0,50,21.24,690,1
1,72,11.8,660,1
0,38,28.21,735,1
1,81.222,20.55,695,1
1,150,1.87,755,1
1,95,20.6,705,1
1,78,10.37,710,1
1,40,30.16,670,1
1,172,13.9,730,1
0,46.488,23.98,670,1
0,75,6.05,695,1
1,56,27.09,695,1
1,54,42.58,675,1
0,50,12.39,715,1
1,140,4.8,685,1
0,115,14.81,715,1
1,77.988,27.22,695,1
0,47.16,26.17,665,1
1,40,28.17,680,1
1,48,29.67,705,1
1,60,9.56,660,1
0,40,8.22,695,1
1,60,15.46,720,1
1,44,17.38,725,1
1,80,11.28,760,1
0,120,7.61,720,1
0,51,18.12,670,1
0,53,33.13,675,1
1,105,19.87,790,1
0,20,21.25,700,1
1,120,24.28,695,1
0,21.384,48.99,680,1
0,56,28.94,695,1
0,101,7.16,675,1
1,28,6.64,705,1
0,58,9.37,680,1
0,65,16.62,670,1
0,60,20.64,700,1
1,45,17.63,670,1
1,58.937,5.5,690,1
1,58,6.27,695,1
1,114,10.79,665,1
1,75,13.06,660,1
1,64,13.37,735,1
1,90,14.73,670,1
1,31.2,31.96,685,1
1,35,20.27,695,1
0,38.8,34.55,730,1
0,125,13.37,730,1
0,66,6.65,660,1
1,60,27.18,705,1
1,39,25.45,705,1
0,63.612,21.75,660,1
1,95,13.19,670,1
0,75,17.74,695,1
0,43.16,22.25,685,1
0,55,17.65,680,1
1,46,15.5,715,1
1,70,22.41,680,1
1,58,12.08,720,1
0,200,9.1,690,1
1,145,11.36,710,1
1,80,17.64,670,1
1,33,12.51,680,1
0,40,9.48,690,1
1,50,22.56,710,1
1,73.235,31.38,675,1
0,26,23.03,670,1
1,72.565,16.75,755,1
1,420,15.14,705,1
1,90,12.75,710,1
1,33.612,8.68,665,1
0,23,38.57,680,1
0,90,17.49,680,1
0,70,26.38,695,1
1,50,24.82,735,1
0,126,6.94,810,1
0,60,14.48,725,1
0,65,21.14,680,1
1,110,11.25,685,1
0,29.5,11.27,715,1
0,19.5,28,695,1
1,140,13.78,665,1
1,93,11.43,760,1
1,95,8.34,770,1
1,66.114,20.66,700,1
1,65,16.69,705,1
0,60,16.9,690,1
0,25,13.5,755,1
1,55,29.46,755,1
1,60,20.84,750,1
0,50,20.6,705,1
1,50,34.76,670,1
1,46,18.81,660,1
0,30.576,14.25,700,1
1,80,16.05,700,1
1,150,10.95,725,1
0,65,17.86,665,1
